"es"	"VerCoop"
"Los protocolos se transmitían diariamente al General Azar y al jefe del ejército, General Michel Suleyman."	1
"Este contrato contiene una cláusula que prohíbe al comprador utilizar los vehículos con fines militares y una declaración de que los vehículos están destinados a la economía nacional. Los 22 vehículos fueron vendidos por una suma de 90.200 dólares."	0
"Entre el 1° de junio y el 31 de agosto, las unidades de desminado de la MINUEE también limpiaron 151 kilómetros de carreteras y 1.300.020 metros cuadrados de zonas operacionales."	0
"Por consiguiente, otro reto decisivo en el futuro cercano será crear una economía sostenible promovida por una cultura de gobernanza democrática y transparente, que cree empleos y ayude a cumplir las funciones sociales básicas del Estado."	0
"Dio comisiones rogatorias y estipuló las medidas que debían tomarse, sobre todo para preservar el lugar de los hechos."	0
"El Gobierno también ha ofrecido suministrar gratuitamente a la Organización terrenos y servicios como electricidad, agua y un sistema de drenaje."	0
"Los vehículos de la Fuerza de Élite no estaban en absoluto cerca del vehículo de la Sra. Bhutto."	0
"En consecuencia, no hay ningún nombre que presentar."	0
"El Consejo de Seguridad acoge con beneplácito las importantes gestiones que la Unión Africana y las organizaciones subregionales siguen realizando en consonancia con las resoluciones y decisiones del Consejo, para resolver los conflictos, promover los derechos humanos, la democracia, el estado de derecho y el orden constitucional en África."	1
"En particular, recomienda que el Comité enmiende el apartado i) del párrafo 6 de sus directrices de modo que todos los años se considere automáticamente la conservación de los nombres de personas que se consideran fallecidas, junto con las entradas seleccionadas por el Comité del conjunto de entradas que no han sido actualizadas durante cuatro años o más, salvo que un miembro del Comité pida expresamente que no se considere el caso de una persona de cuyo fallecimiento se ha informado."	1
"51. Derribo de dos aeronaves civiles el 24 de febrero de 1996 (véanse S/1996/15/Add.8 y 29)."	0
"Subrayando que sigue siendo motivo de considerable preocupación que se dé cobijo a los terroristas y que todos los Estados Miembros deben cooperar plenamente en la lucha contra el terrorismo a fin de localizar, negar el cobijo y someter a la acción de la justicia, según el principio de extradición o enjuiciamiento, a todo el que apoye, facilite, participe o trate de participar en la financiación, planificación, preparación o comisión de actos terroristas o que dé cobijo a sus autores,"	1
"La Comisión iniciará sus actividades en una fecha que determinará el Secretario General, la cual se comunicará al Gobierno del Pakistán."	1
"Es alentador que el Gobierno de la República Democrática del Congo haya adoptado medidas para actuar contra los terroristas del Ejército de Resistencia del Señor que ingresaron en el país desde el Sudán."	0
"Los miembros del Consejo acogieron con beneplácito los esfuerzos realizados por el Gobierno para luchar contra el Ejército de Resistencia del Señor, así como la iniciativa de cooperación regional de la Unión Africana para acabar con el Ejército de Resistencia del Señor y designar un enviado especial de la Unión Africana que coordinara la iniciativa."	1
"Con respecto a la reunificación de las dos fuerzas, los Jefes de Estado Mayor de las fuerzas de defensa y de seguridad y de las Forces Nouvelles informaron a la misión de evaluación de que habían elaborado una propuesta para la creación de un ejército unificado de transición, que estaría integrado por unidades encargadas de brindar seguridad al proceso electoral."	0
"En julio el Centro impartió un curso sobre técnicas de investigación de la violencia de género y hasta la fecha se ha instruido a un total de 40 agentes (30 mujeres) de la policía nacional."	0
"La información sobre las operaciones de desminado realizadas por Marruecos se comparte continuamente con el Centro de coordinación de actividades relativas a las minas."	1
"Celebro los progresos que se han hecho en la limpieza de minas y restos explosivos de guerra en el Sáhara Occidental."	0
"Además, la Sala debe pronunciarse sobre otra cuestión confidencial y sobre una petición conexa."	0
"En Colombia, Chile, el Paraguay y el Perú también se han promulgado leyes que otorgan facultades especiales para la investigación a las fuerzas del orden."	1
"El Consejo de Seguridad alienta a los órganos competentes de las Naciones Unidas, en particular a la Dirección Ejecutiva del Comité contra el Terrorismo, a que, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, oriente más la atención hacia la resolución 1624 (2005) en su diálogo con los Estados Miembros para que elaboren, de conformidad con las obligaciones que les incumben en virtud del derecho internacional, estrategias que incluyan medidas contra la incitación a la comisión de actos de terrorismo motivados por el extremismo y la intolerancia, y en la facilitación de asistencia técnica para su aplicación."	1
"El Consejo espera con interés examinar el informe anual del Secretario General sobre la aplicación de su resolución 1820 (2008)."	1
"Entre esos bienes figuran mobiliario y equipo de oficina, artículos de inventario, vehículos y maquinaria."	0
"En este sentido, solicitamos a la Comisión de la Unión Africana que, en estrecha cooperación con la CEDEAO y con el apoyo de asociados internacionales, incluidasen particular las Naciones Unidas, la Unión Europea y otras partes interesadas internacionales, adopte todas las medidas necesarias, incluidaentre ellas la convocación en Malí, a más tardar en febrero de 2015, de una reunión de Ministros de Defensa y de Seguridad y los jefes de estado mayor y los jefes de los servicios de inteligencia y seguridad de los países de la región, a fin de realizar los estudios necesarios para establecer esos mecanismos."	1
"Al término de esta cuarta ronda de conversaciones, las partes reiteraron su compromiso de proseguir las negociaciones en Manhasset en una fecha que habría de fijarse de común acuerdo."	1
"SOLICITUDES DE CORRECCIÓN EN LAS CATEGORÍAS \"D\", \"E\" Y \"F\" PRESENTADAS POR RECLAMANTES DE CONFORMIDAD"	0
"b) Las cuentas de la Organización se llevan de conformidad con la contabilidad por fondo."	0
"Exhorta a todas las partes a que cooperen plenamente con la comisión internacional independiente de investigación establecida por el Consejo de Derechos Humanos el [fecha] para investigar los hechos y circunstancias relacionados con las denuncias de abusos y violaciones graves de los derechos humanos cometidos en [el país afectado], y solicita al Secretario General que transmita ese informe al Consejo de Seguridad y otros órganos internacionales pertinentes,"	1
"Cuadro sinóptico del Ministerio de Información"	0
"Además, como se indica más adelante, la destrucción parece haber ido acompañada sistemáticamente del saqueo de efectos personales de valor, dinero en efectivo y, sobre todo, de ganado."	0
"Me complace observar que el Consejo reconoció la importancia de aumentar la coordinación y el intercambio de información entre los actores que participan en la vigilancia del embargo de armas."	1
"Con el objeto de armonizar la legislación nacional y de impartir fuerza vinculante a las resoluciones de las Naciones Unidas contra el terrorismo, el 15 de diciembre de 2010 el CAERT organizó una reunión de expertos de los Estados miembros de la Unión Africana a fin de examinar un proyecto de ley modelo sobre la lucha contra el terrorismo."	1
"Durante el período abarcado por el informe, el Comité recibió 14 solicitudes de exención del embargo de armas para equipo militar no mortífero, de conformidad con el párrafo 3 de la resolución 1356 (2001), una solicitud de exención del embargo de armas de conformidad con el apartado b) del párrafo 11 de la resolución 1772 (2007), y una notificación de conformidad con el párrafo 6 de la resolución 1744 (2007)."	1
