"","en_ar_DEEP","VerCoop"
"2122","وفي اجتماع مع مكتب الأمم المتحدة المعني بالمخدرات والجريمة في 5 آب/أغسطس، أوضح وزير العدل الجديد الجهود التي تبذلها الحكومة الجديدة لتجديد الوحدة لمواءمتها مع أهداف مبادرة ساحل غرب أفريقيا. وفي 27 تشرين الأول/أكتوبر، اعتمد أكثر من 100 عضو في البرلمان وممثلي الحكومة إعلانا سياسيا يؤكد مجددا التزام غينيا - بيساو بدعم المبادرات الرامية إلى مكافحة الجريمة المنظمة العابرة للحدود الوطنية، بما في ذلك الاتجار بالمخدرات والفساد وغسل الأموال والإرهاب. ودعوا إلى مواصلة دعم الأمم المتحدة لتعزيز المؤسسات الوطنية في هذا المجال.",1
"2123","على سبيل المثال، في عام 2009، عدلت تونس القانون رقم 75-2003 الذي يجرم التحريض على ارتكاب أعمال إرهابية من أجل فصل ""التحريض على الكراهية"" و""التطرف الديني"" عن الجرائم الإرهابية.",0
"2124","لقد واصلت حواري مع السلطات اللبنانية بشأن هذه المسألة وأتطلع إلى الوفاء بهذه الالتزامات في وقت مبكر.",1
"2125","وعقد آخر حلقة دراسية دولية في عام 2009 بشأن تعزيز التعاون والحوار في مجال مكافحة الإرهاب بين الوكالات الحكومية ووسائط الإعلام والمجتمع المدني.",1
"2126","وشدد السيد صديقو على أنه حتى لو تعرضت حركة الشباب لانتكاسات عسكرية، فإنها لا تزال تحتفظ بأعداد كبيرة من مقاتليها ومعداتها، لا سيما في المناطق الريفية، ورأى أن هذا ربما كان يهدف إلى مواصلة قتال غير متكافئ طويل الأمد.",0
"2127","34 - تؤكد أهمية التشاور والتعاون بين الأمم المتحدة ولجنة الصليب الأحمر الدولية والمنظمات الأخرى ذات الصلة، بما في ذلك المنظمات الإقليمية، لتحسين حماية المدنيين في الصراعات المسلحة؛",1
"2128","65 - وتشكل محاكمة الأفراد المشتبه في قيامهم بالقرصنة ومعاقبة القراصنة المدانين وفقا لقرارات مجلس الأمن ذات الصلة رادعاً أساسياً للقراصنة المحتملين، مما يدل على أنه لا يمكنهم التصرف في ظل الإفلات من العقاب.",0
"2129","""ويقر مجلس الأمن بأهمية دور المساعي الحميدة التي يبذلها الأمين العام، ويشجع الأمين العام على مواصلة استخدام الوساطة كلما أمكن ذلك للمساعدة في حل النزاعات سلميا، والعمل بالتنسيق وبشكل وثيق مع المنظمات الإقليمية ودون الإقليمية ذات الصلة في هذا الصدد، حسب الاقتضاء.",1
"2130","اجتمع مجلس الأمن على المستوى الوزاري في 22 أيلول/سبتمبر للنظر في الجوانب المدنية لإدارة الصراع وبناء السلام.",1
"2131","وعلى سبيل المثال، وجدت اللجنة أن النساء اللاتي ذهبن إلى السوق أو بحثن عن الماء في تارن، شمال دارفور، تعرضن للاختطاف، واحتجزن لمدة يومين إلى ثلاثة أيام واغتصبن على أيدي أفراد من الجيش في شهر آذار/مارس 2003 تقريبًا.",0
"2132","(ح) دراسة التقارير المقدمة من فريق الرصد؛",0
"2133","وفي هذا الصدد، نطالب ببذل كل ما في وسعنا لضمان عقد هذه الاجتماعات كل شهرين، كما هو متفق عليه، وأن يشارك رؤساء أجهزة المخابرات والأمن شخصيا في هذه الاجتماعات قدر الإمكان. ونحث جميع أصحاب المصلحة المعنيين، بما في ذلك المركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، ووحدة الاندماج والاتصال في منطقة الساحل، ولجنة أجهزة الاستخبارات والأمن الأفريقية، بالتعاون الوثيق مع مفوضية الاتحاد الأفريقي، على مواصلة وتكثيف جهودهم. وبذل الجهود لتبادل وجهات النظر والمساعدة المتبادلة، فضلا عن تنفيذ الجوانب البارزة من الاستنتاجات العملياتية لاجتماع رؤساء أجهزة الاستخبارات والأمن.",1
"2134","هل يمكن لسنغافورة أن تحدد الأحكام التشريعية أو غيرها من الأحكام التي تنفذ هذه الفقرة الفرعية.",0
"2135","وفي الوقت نفسه، يسلم المجلس بأن الممثل الخاص للأمين العام، بمساعدة مستشارين مدنيين، يمكن أن يقوم بدور تنسيقي رئيسي في تقديم المساعدة الإنسانية، وإعادة إرساء النظام العام، وتشغيل المؤسسات العامة، فضلا عن مثل إعادة التأهيل وإعادة الإعمار وبناء السلام، مما يؤدي إلى تنمية مستدامة طويلة الأجل.",1
"2136","ومن المتوقع أن تبدأ المكاتب الميدانية عملها بحلول حزيران/يونيه.",0
"2137","وفي أعقاب المعركة، حصل فريق الرصد على حاويتين معدنيتين للذخيرة وصور لحاويات ذخيرة أخرى زعمت مصادر فريق الرصد أن الدولة المعنية قدمتها.",0
"2138","19 - ويبدو أن رابطة الشباب الشيوعي قد استوعبت العديد من أعضاء ميليشيات الحزب الشيوعي النيبالي (الماوي) التي تم حلها. العديد من الأطفال الذين تم تجنيدهم خلال حملة التجنيد التي أعقبت وقف إطلاق النار في عام 2006 لم ينضموا إلى الجيش الماوي.",0
"2139","التحكم في جميع البضائع المصدرة أو العابرة/المعاد شحنها من خلال مراقبي البوابة.",0
"2140","يلاحظ، في هذا الصدد، أن بعثات حفظ السلام المتعددة الأبعاد قد يأذن بها مجلس الأمن للقيام، في جملة أمور، بما يلي: (د) توفير الاستجابة السريعة في الإجراءات المتعلقة بالألغام فضلا عن الخدمات الاستشارية والتدريب المصمم خصيصا لتلبية احتياجات السلطات الوطنية، عند الطلب بهدف التمكين من الحد من المخاطر ومساعدة الضحايا وإزالة الألغام وإدارة المخزونات والتخلص منها؛",1
