"","en_es_DEEPL","VerCoop"
"2015","El 25 de mayo, el Presidente del Comité establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes, Embajador Heraldo Muñoz de Chile, presentó al Consejo el primer informe oral de 120 días, según lo dispuesto en el párrafo 12 de la resolución 1526 (2004), sobre la labor del Comité y de su Equipo de Apoyo Analítico y Vigilancia de las Sanciones.",1
"2016","7. Reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o que se está recuperando de un conflicto pueda asumir los abusos cometidos en el pasado contra civiles afectados por conflictos armados y prevenir futuros abusos de este tipo, llama la atención sobre toda la gama de mecanismos de justicia y reconciliación que deben tenerse en cuenta, incluidos los tribunales y cortes penales nacionales, internacionales y ""mixtos"" y las comisiones de la verdad y la reconciliación, y señala que dichos mecanismos pueden promover no sólo la responsabilidad individual por delitos graves, sino también la paz, la verdad, la reconciliación y los derechos de las víctimas;",1
"2017","39. El 10 de abril de 2013, escribí a los Ministros de Asuntos Exteriores de Marruecos y de la República Árabe Saharaui Democrática.",0
"2018",":: La estructura del CEI se mantendrá de conformidad con el Acuerdo de Pretoria",0
"2019","Por consiguiente, las centrales eléctricas y la red de distribución seguirán deteriorándose en 1999, aunque a un ritmo reducido, hasta que se ejecuten los proyectos de rehabilitación de las fases IV y V o se aporte nueva capacidad de generación adicional para mejorar el sistema de generación existente.",0
"2020","Formación del personal de mantenimiento de la paz Pide al Secretario General que vele por que el personal de las Naciones Unidas que participe en actividades de establecimiento, mantenimiento y consolidación de la paz reciba una formación adecuada en derecho internacional humanitario, derechos humanos y derecho de los refugiados, incluidas las disposiciones relativas a los niños y a las cuestiones de género, técnicas de negociación y comunicación, sensibilización cultural y coordinación civil-militar, e insta a los Estados y a las organizaciones internacionales y regionales pertinentes a que velen por que se incluya una formación adecuada en sus programas para el personal que participe en actividades similares.",0
"2021","Deseamos afirmar que, por su parte, Haití está dispuesto a hacerlo.",0
"2022","Reafirmando la Declaración de su Presidente adoptada en la reunión del Consejo a nivel de Jefes de Estado y de Gobierno del 31 de enero de 1992 (S/23500), incluida la necesidad de que todos los Estados miembros cumplan sus obligaciones en relación con el control de armamentos y el desarme y eviten la proliferación en todos sus aspectos de todas las armas de destrucción masiva,",1
"2023",":: Zona de la frontera verde cerca de Deir el Aachayer (emplazamiento IX)",0
"2024","Antecedentes El año 2014 marca el decimoquinto aniversario del compromiso del Consejo de Seguridad sobre la protección de los civiles en los conflictos armados.",1
"2025","Del mismo modo, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no vinculante y no exclusiva de ""fondos y activos financieros"" y ""recursos económicos"", sugiriendo que estos últimos incluyen: ""[a]ctivos de todo tipo, tangibles o intangibles, muebles o inmuebles, que no sean fondos"".",0
"2026","Se produjeron enfrentamientos entre las fuerzas rebeldes y las fuerzas francesas que supervisaban el alto el fuego el mismo día en que la misión se encontraba en la región, en Daloa, a unos 50 kilómetros de distancia.",0
"2027","Sin embargo, previamente ha operado un Grupo Combinado de Agencias de la Ley (CLAG). Este grupo incluía a altos funcionarios de las agencias mencionadas.",0
"2028","También se secuestró y violó a mujeres en tres campos de los Janjaweed tras los ataques a Korma, Darfur Septentrional, en marzo de 2003.",0
"2029","El Programa se relanzó como Programa del Sector de la Seguridad de la Autoridad Intergubernamental para el Desarrollo en octubre de 2011 y pretende ser más activo en este ámbito, entre otras cosas mediante conferencias sobre desradicalización y compromiso de la comunidad para luchar contra el terrorismo.",1
"2030","5. Decide que los Estados miembros, en consonancia con las normas internacionales de derechos humanos, el Derecho internacional de los refugiados y el Derecho internacional humanitario, impidan y repriman la captación, organización, transporte o equipamiento de personas que viajen a un Estado distinto de su Estado de residencia o nacionalidad con el fin de perpetrar, planificar o preparar actos terroristas o participar en ellos, o de proporcionar o recibir adiestramiento terrorista, así como la financiación de su viaje y de sus actividades;",1
"2031","Además, la Acción Coordinada sobre Armas Ligeras ha decidido embarcarse en el desarrollo de normas internacionales para el control de las armas ligeras, no muy diferentes de las normas que se han creado sobre la acción contra las minas y sobre el desarme, la desmovilización y la reintegración.",0
"2032","También hemos programado dos debates temáticos, sobre la prevención de conflictos y los niños en los conflictos armados, los días 20 y 26 de julio, respectivamente.",1
"2033","5. Exhorta a todos los Estados a que sigan adoptando medidas urgentes para hacer cumplir y reforzar mediante promulgación de leyes o medidas administrativas, cuando proceda, las medidas impuestas en virtud de leyes o reglamentos internos contra sus nacionales y otras personas o entidades que operen en su territorio, a fin de prevenir y castigar las violaciones de las medidas a que se hace referencia en el párrafo 1 de la presente resolución, y a que informen al Comité de la adopción de dichas medidas, e invita a los Estados a que informen al Comité de los resultados de todas las investigaciones o medidas coercitivas conexas, a menos que hacerlo comprometa la investigación o las medidas coercitivas;",1
"2034","Con vistas a armonizar las legislaciones nacionales y dar fuerza vinculante a las resoluciones de las Naciones Unidas contra el terrorismo, el 15 de diciembre de 2010, el CAERT acogió una reunión de expertos de los Estados miembros de la Unión Africana para examinar un proyecto de ley modelo sobre la lucha contra el terrorismo.",1
"2035","Reiterando además la obligación de los Estados miembros de impedir la circulación de grupos terroristas mediante, entre otras cosas, controles fronterizos eficaces y, en este contexto, de intercambiar información rápidamente, mejorar la cooperación entre las autoridades competentes para impedir la circulación de terroristas y grupos terroristas hacia y desde sus territorios, el suministro de armas a los terroristas y la financiación que apoyaría a los terroristas,",1
"2036","""El Consejo de Seguridad insta a la RPDC a que regrese inmediatamente a las Conversaciones a Seis Bandas sin condiciones previas, y a que trabaje en pro de la rápida aplicación de la Declaración Conjunta de 19 de septiembre de 2005, y en particular a que abandone todas las armas nucleares y los programas nucleares existentes.",1
"2037","Halilovic IT-01-48-Ar65.1 (confidencial)",0
"2038","14. La situación en Sierra Leona (27 de noviembre de 1995; 11 de abril de 2012).",0
"2039","53. Las Naciones Unidas han empezado a planificar una reunión técnica sobre el desarrollo de capacidades en Sudán del Sur para coordinar su enfoque.",1
"2040","2. La nota conceptual comienza recordando los 15 años de actividad del Consejo de Seguridad sobre la cuestión del impacto en la paz y la seguridad internacionales resultante de la interacción del terrorismo y la delincuencia transfronteriza. Señala que el apoyo a dicha actividad ha sido mayor cuando se relaciona con esfuerzos específicos de gestión y resolución de conflictos ya incluidos en el orden del día del Consejo.",0
"2041","Los grupos de trabajo, que hasta ahora han estado formados exclusivamente por las partes del Acuerdo General de Paz, se reunieron los días 9 y 10 de agosto y han seguido reuniéndose esporádicamente desde entonces.",1
"2042","Actuando en virtud del artículo 41 del Capítulo VII de la Carta de las Naciones Unidas,",0
"2043","Ahora la comunidad internacional debe estar dispuesta a actuar con la misma determinación para proteger los intereses de los serbios de Kosovo y otras comunidades minoritarias.",1
"2044","Recordando su resolución 2133 (2014) y la publicación por el Foro Mundial contra el Terrorismo (GCTF) del ""Memorando de Argel sobre buenas prácticas para prevenir y denegar los beneficios del secuestro extorsivo por terroristas"", condenando enérgicamente los incidentes de secuestro y toma de rehenes cometidos por grupos terroristas con cualquier fin, incluido el de recaudar fondos u obtener concesiones políticas, expresando su determinación de impedir los secuestros y la toma de rehenes cometidos por grupos terroristas y de garantizar la liberación segura de los rehenes sin pago de rescates ni concesiones políticas, de conformidad con el Derecho internacional aplicable, haciendo un llamamiento a todos los Estados miembros para que impidan que los terroristas se beneficien directa o indirectamente del pago de rescates o de concesiones políticas y garanticen la liberación segura de los rehenes, y reafirmando la necesidad de que todos los Estados miembros cooperen estrechamente durante los incidentes de secuestro y toma de rehenes cometidos por grupos terroristas,",0
