"","en_es_DEEPL","MatCoop"
"2319","4. Insta a la Dirección Ejecutiva a que siga reforzando su papel de facilitadora de asistencia técnica para la aplicación de la resolución 1373 (2001) destinada a aumentar las capacidades de los Estados miembros y de las regiones en la lucha contra el terrorismo atendiendo a sus necesidades antiterroristas, en estrecha cooperación con el Equipo Especial de Lucha contra el Terrorismo, así como con los proveedores de asistencia bilateral y multilateral, y acoge con satisfacción el enfoque centrado y regional de la Dirección Ejecutiva en esta labor;",1
"2320","La policía y los servicios de seguridad deben estar autorizados a utilizar técnicas especiales de investigación -teniendo debidamente en cuenta los derechos humanos- durante las investigaciones relacionadas con el terrorismo y en la obtención de pruebas para casos de lucha antiterrorista.",1
"2321","Nombre de pila del sujeto: Hassan Apellido del sujeto: Ezhaq Hawilla",0
"2322","577. Los tribunales mixtos establecidos en otros conflictos han seguido dos modelos similares pero distintos.",1
"2323","Hay que seguir trabajando para concienciar a todos los Estados Miembros de que las sanciones de las Naciones Unidas son de apoyo, no punitivas; para prestar asistencia a los Estados Miembros que aplican las sanciones de las Naciones Unidas; y para tener más en cuenta los derechos de las personas, las entidades y los Estados Miembros designados para medidas selectivas.",1
"2324","La base de operaciones de Bir Lahlou se reforzó con observadores militares adicionales de la base de operaciones de Tifariti y mantuvo un estrecho contacto con el Frente Polisario.",1
"2325","La UNMIT y el equipo de las Naciones Unidas en el país están prestando apoyo coordinado en todos los aspectos de la aplicación de la ley, incluido al Secretario de Estado para la Promoción de la Igualdad, que dirige la elaboración del plan de aplicación, y a la sociedad civil, con el fin de dar a conocer la ley.",1
"2326","Se prevén exenciones para los suministros de armas y material letal conexo a las fuerzas de seguridad de Côte d'Ivoire, destinados exclusivamente a apoyar el proceso de reforma del sector de la seguridad de Côte d'Ivoire o a ser utilizados en dicho proceso, según se notifique previamente al Comité.",1
"2327","B. Bienes inmuebles 47 - 56 11",0
"2328","559. En función de las circunstancias de cada caso, el elemento subjetivo exigido por el Derecho internacional es el conocimiento (es decir, la conciencia de que se están cometiendo o se van a cometer delitos) y la intención (el deseo o la voluntad de no actuar) o, al menos, la imprudencia (la conciencia de que si no se impide la acción de los subordinados se corre el riesgo de que se produzcan determinadas consecuencias perjudiciales y, sin embargo, se hace caso omiso de ese riesgo).",0
"2329","Instando al Gobierno de Sudán, al Movimiento por la Liberación y la Justicia (MLJ) y al Movimiento por la Justicia y la Igualdad-Mohamed Bashar (MJI-Bashar) a cumplir los compromisos contraídos en el DDPD, e instando a todas las partes, en particular a otros movimientos armados que no han firmado el DDPD, a comprometerse inmediatamente y sin condiciones previas y a hacer todo lo posible por alcanzar un acuerdo de paz global sobre la base del DDPD, y a acordar un alto el fuego permanente sin más demora,",0
"2330","1. La Ley (de Protección) del Medio Ambiente de 1986",0
"2331","Estos delitos están sujetos a la jurisdicción universal y, al no haber sido perseguidos por la justicia argelina, pueden ser llevados ante cualquier otro tribunal nacional o internacional.",1
"2332","Por ejemplo, la misión de investigación de las Naciones Unidas sobre el conflicto de Gaza utilizó audiencias públicas como parte de su metodología de investigación para garantizar un proceso inclusivo, dar voz a las víctimas allí donde no habían sido escuchadas y apoyar sus derechos a la verdad y la justicia.",1
"2333","139. Este planteamiento en dos partes - la utilización de restricciones a escala de Schengen para excluir a las personas incluidas en la lista de fuera de la zona Schengen, al tiempo que se mantienen las restricciones nacionales para limitar la circulación de los extranjeros incluidos en la lista dentro de la zona - puede servir de modelo para otros Estados en regiones sin fronteras o sin visados establecidas o en desarrollo.",0
"2334","30. Alienta a los Estados a que presenten solicitudes de exclusión de la lista de personas cuyo fallecimiento se haya confirmado oficialmente, en particular cuando no se hayan identificado activos, y de entidades cuya existencia se haya comunicado o confirmado que ha cesado, adoptando al mismo tiempo todas las medidas razonables para garantizar que los activos que habían pertenecido a esas personas o entidades no han sido o no serán transferidos o distribuidos a otras personas, grupos, empresas y entidades incluidos en la Lista de Sanciones contra Al-Qaida;",1
"2335","1. Condena enérgicamente el golpe de Estado que tuvo lugar en Bangui, República Centroafricana, el sábado 15 de marzo de 2003.",0
"2336","En vista de la urgencia de la investigación, enviamos el telegrama nº 2065 de fecha 14 de febrero de 2005 a la dirección de la unidad regional de policía y a los comandantes de las unidades de policía, en el que solicitábamos que se llevaran a cabo todas las investigaciones necesarias dentro de las competencias de cada unidad con respecto a los cadáveres que habían sido trasladados a los hospitales de cada zona, a fin de permitir que sus familiares los identificaran y me informaran debidamente, permitiéndome así obtener la aprobación de las autoridades competentes para la devolución a sus familiares de dichos cadáveres.",1
"2337","Durante el periodo comprendido entre agosto de 2004 y abril de 2007, cruzaron del sur al norte mercancías por un valor aproximado de 500.000 libras esterlinas (aproximadamente 1 millón de dólares).",0
"2338","21. Dadas las preocupaciones mencionadas y la continua existencia y actividades de las milicias en Líbano, mejorar la gestión y el control de las fronteras terrestres de Líbano es fundamental para evitar el flujo ilegal de armas hacia los grupos armados.",1
"2339","8. La situación en Somalia (17 de marzo de 1992; 20 de marzo de 2009).",0
"2340","No está claro si el télex se refiere a algún trabajo realizado antes del 2 de mayo de 1990.",0
"2341","Además de la posibilidad de ser considerados responsables, en virtud de la doctrina de la empresa criminal conjunta, de los crímenes cometidos por otros durante los ataques, se sospecha que esas personas llevaron a cabo ataques indiscriminados contra civiles, un crimen de guerra.",0
"2342","(5) Medidas comunes a (1)～(4)",0
"2343","Sin embargo, durante la inspección in situ, el reclamante confirmó que el importe representaba el coste de construcción de la sala de urgencias del PIB.",0
"2344","El Panel también se ha guiado por el Informe ""F1"".",0
"2345","134. Siete de los ocho Estados de Asia Central y el Cáucaso han ratificado 12 de los instrumentos jurídicos internacionales de lucha contra el terrorismo, y Kirguistán está estudiando activamente la posibilidad de adherirse a los 6 instrumentos de los que aún no es parte.",1
"2346","Además, las medidas de derogación del Pacto no deben implicar discriminación alguna por motivos de raza, color, sexo, lengua, religión u origen social.",1
"2347","Los cinco o seis incidentes en las regiones fronterizas -al menos los registrados- se han producido en lugares como Nangarhar y Zabul, cerca de las fronteras de Pakistán.",0
"2348","Instaron a los Estados miembros a contribuir al llamamiento unificado de las Naciones Unidas para Somalia y a todas las partes y grupos armados de Somalia a garantizar un acceso pleno, seguro y sin obstáculos para la entrega oportuna de ayuda humanitaria.",1
"2349","Animo a las autoridades congoleñas a que hagan rendir cuentas a todos los responsables de las violaciones y saqueos masivos perpetrados en Walikale en julio y agosto de 2010.",0
"2350","95. El establecimiento de las difusiones especiales Interpol-Consejo de Seguridad de las Naciones Unidas requirió una cooperación extraordinariamente estrecha entre ambas organizaciones a lo largo del año pasado, así como el acuerdo de la Asamblea General de Interpol y del Comité 1267 (1999).",1
"2351","Caso 8, Ahmed Ali Nur Jim'ale y 23 entidades (Situación: suprimido)",0
"2352","Durante el período que abarca el informe, se registraron 1 tiroteo, 14 robos, 3 secuestros y 1 manifestación. El 9 de julio, un vehículo de la UNOMIG resultó dañado por una piedra lanzada por un residente local en la ciudad de Zugdidi.",0
