"","en_es_TRANSFORMERS","MatCoop"
"2406","En la nota conceptual se esboza el camino a seguir para la evaluación conjunta de las necesidades de Somalia y se incluye una participación sustancial de los somalíes en el ejercicio, tanto en calidad de homólogos gubernamentales y zonales como de expertos internacionales de la diáspora somalí.",1
"2407","El Comité también realiza exámenes periódicos de los nombres de las personas presuntamente fallecidas y de las entidades que, según se informa, han desaparecido.",1
"2408","Por lo tanto, el Registro se ha convertido en un instrumento directamente pertinente para la labor que realizan el Consejo de Seguridad y la Asamblea General en relación con las armas pequeñas y las armas ligeras.",1
"2409","S/RES/1973 (2011), párr. 13",0
"2410","Observa que el Departamento de Operaciones de Mantenimiento de la Paz ha enviado una misión de investigación al Chad y a la República Centroafricana para evaluar la forma en que las Naciones Unidas podrían ayudar a esos países a hacer frente a la inestabilidad actual.",1
"2411","148. La comunidad internacional es cada vez más consciente de los problemas que plantea el uso de Internet por terroristas y se han iniciado debates sobre posibles medidas para hacerles frente.",1
"2412","""En el último decenio, el Gobierno yemení ha seguido una política clara encaminada a restablecer la estabilidad en Somalia, poner fin a la guerra civil en ese país y apoyar al Gobierno central.",1
"2413","Timor-Leste sigue enfrentándose a importantes desafíos para reducir la pobreza y crear oportunidades de empleo, en particular para su población joven.",0
"2414","Reservas operacionales al 30 de junio de 2007",0
"2415","Habida cuenta de lo anterior, recomiendo que el mandato de la MONUSCO se prorrogue por un nuevo período de 12 meses, manteniendo la dotación de efectivos militares y unidades de policía de la Misión en los niveles autorizados actuales.",0
"2416","El nuevo reclutamiento es una grave violación en sí mismo, pero también socava gravemente la capacidad de funcionamiento de los programas y la confianza de los niños en su rehabilitación sin acoso.",0
"2417","Esto significa que tiene el mandato de establecer hechos relativos a posibles violaciones de las normas internacionales de derechos humanos y del derecho internacional humanitario cometidas en Darfur.",0
"2418","El Consejo también recibió información del Alto Comisionado de las Naciones Unidas para los Refugiados sobre el vínculo entre el movimiento forzoso de población y la paz y la seguridad internacionales.",0
"2419","En 2011, el programa CTR construyó laboratorios de referencia seguros para la recogida de patógenos en Azerbaiyán, Ucrania y Kazajstán.",0
"2420","c) Seguir trabajando con las organizaciones internacionales y regionales y los Estados para promover un mayor acceso y conectividad entre los organismos encargados de hacer cumplir la ley a las bases de datos nacionales e internacionales sobre delincuencia y lucha contra el terrorismo en los puestos de control fronterizos de entrada y salida.",1
"2421","Asesora en cuestiones de género con sede en la Oficina Regional de Apoyo del ONUSIDA para África Oriental y Meridional que presta asesoramiento normativo y técnico para incorporar las cuestiones relativas a la mujer y el VIH/SIDA en los programas nacionales sobre el SIDA.",1
"2422","Por favor, refiérase a lo explicado anteriormente.",0
"2423","Los Estados Miembros deberían seguir estudiando activamente la posibilidad de incluir en la lista a las personas clave que sean fundamentales para impartir capacitación o permitir el reclutamiento de afiliados a Al-Qaida.",0
"2424","El 30 de octubre de 2006, el Consejo de Seguridad escuchó al Sr. Elie Doté, Primer Ministro de la República Centroafricana, así como al General Lamine Cissé, Representante Especial del Secretario General.",1
"2425","La Comisión y su equipo fueron testigos de abundantes pruebas del desplazamiento y realizaron un gran número de entrevistas con desplazados internos en Darfur y refugiados en el Chad.",1
"2426","7. Decide seguir ocupándose de la cuestión.",0
"2427","51. Tres Estados han establecido marcos jurídicos eficaces para garantizar la asistencia judicial recíproca y la extradición, así como mecanismos adecuados, con prontitud y eficacia para intercambiar información con sus homólogos internacionales.",1
"2428","El Consejo de Seguridad, además, condena el terrorismo en todas sus formas y manifestaciones, sin embargo, y por quienquiera que lo cometa.",0
"2429","La KFOR y la policía de la UNMIK cooperaron en la gestión de la seguridad de los principales acontecimientos públicos, la lucha contra la violencia política y la adopción de medidas especiales de seguridad para las comunidades minoritarias amenazadas.",1
"2430","Que se celebrará el lunes 15 de diciembre de 2014, a las 10.00 horas",0
"2431","Las fuerzas de la oposición -- de Mohamed Ibrahim Habsade -- tomaron el control de Baidoa el 26 ó 27 de marzo, aproximadamente, encaminando a las milicias del Presidente Yusuf y el Jeque Madobe.",0
"2432","3. Decide también que todos los Estados deben adoptar y hacer cumplir medidas eficaces para establecer controles nacionales a fin de prevenir la proliferación de las armas nucleares, químicas o biológicas y sus sistemas vectores, incluso estableciendo controles apropiados de los materiales conexos, y, con tal fin, deben:",1
"2433","377. La tortura y los tratos crueles están prohibidos en virtud del artículo 3 común a los Convenios de Ginebra.",1
"2434","A nivel mundial, las donaciones de beneficencia son un recurso financiero indispensable, en particular para muchos Estados en desarrollo y para los Estados que han sufrido grandes desastres.",1
"2435","El personal de servicio y el pueblo de la República Popular Democrática de Corea aplastarán la imprudencia de las fuerzas hostiles en materia de derechos humanos a través de las más duras contramedidas sin precedentes y defenderán firmemente el sistema socialista, su vida y su alma.",0
"2436","Espero que esta medida positiva ayude a crear un clima propicio para poner fin al estancamiento actual y allanar el camino para el tan esperado progreso hacia una solución política justa, duradera y mutuamente aceptable del conflicto.",1
"2437","Otros soldados de las F-FDTL fueron enviados al antiguo edificio de las FPK y se les dijo que estuvieran listos.",0
"2438","Sr. Churkin (Federación de Rusia) (habla en ruso): Sr. Presidente: Nos complace darle la bienvenida al Salón del Consejo de Seguridad.",0
"2439","Acogiendo con beneplácito el papel de la Unión Africana en los esfuerzos por resolver los conflictos en el continente africano y expresando su apoyo a las iniciativas de paz emprendidas por la Unión Africana y por conducto de las organizaciones subregionales,",0
"2440","La capacidad de congelar fondos y activos relacionados con el terrorismo es en su mayoría insuficiente y limitada en todos los Estados.",1
"2441","Otro ha creado un grupo de trabajo interdepartamental sobre migración para aplicar medidas encaminadas a fomentar la integración, en particular en las esferas de los conocimientos lingüísticos y la capacitación en materia de empleo, promover el diálogo con los inmigrantes y vigilar la xenofobia, el racismo y el extremismo.",1
"2442","El mejoramiento de las relaciones entre el Chad y el Sudán y la vigilancia de las fuerzas de seguridad nacionales y fronterizas conjuntas también se han citado como factores importantes que contribuyen a ello.",1
"2443","Esta es una razón más para intensificar los esfuerzos encaminados a una prohibición de viajar bien orientada y debidamente aplicada a las personas incluidas en la Lista, en particular las que están estrechamente vinculadas a este establecimiento de redes y a esa facilitación.",0
"2444","2. Decide que la Dirección Ejecutiva del Comité contra el Terrorismo seguirá funcionando como misión política especial bajo la orientación normativa del Comité contra el Terrorismo durante el período que termina el 31 de diciembre de 2017 y decide además realizar un examen provisional a más tardar el 31 de diciembre de 2015;",1
"2445","f) Participar activamente en todas las actividades pertinentes de la Estrategia global de las Naciones Unidas contra el terrorismo y prestarles apoyo, incluso en el marco del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo establecido para asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo del sistema de las Naciones Unidas;",1
