"","en_es_GOOGLE","MatConf"
"2553","Además, el Punto Focal para la exclusión de la Lista establecido por la resolución 1730 (2006) del Consejo de Seguridad puede aceptar una solicitud de exclusión de la familia de una persona fallecida incluida en la lista, o de su representante, lo que ha facilitado a los herederos legítimos (no incluidos en la lista) de una persona fallecida que se les procese una solicitud cuando ningún Estado esté listo para actuar en su nombre.",0
"2554","Por lo tanto, el cambio climático no sólo está exacerbando las amenazas existentes a la paz y la seguridad internacionales; también es una amenaza a la paz y la seguridad internacionales por derecho propio.",0
"2555","(2) El infractor será castigado con pena privativa de libertad de tres a diez años,",1
"2556","A lo largo del año pasado, no menos del 94 por ciento de las 982 supuestas operaciones antiterroristas del régimen sirio han tenido como objetivo a fuerzas de oposición moderadas.",1
"2557","Después de visitar Angola y la República Democrática del Congo, mi Representante Especial sobre la violencia sexual en los conflictos, Margot Wallström, emitió una declaración el 16 de marzo en la que pedía a ambos países que investigaran las denuncias de violencia sexual en relación con las expulsiones y que adoptaran medidas prácticas para prevenir tales crímenes.",0
"2558","484. En las conversaciones con la Comisión sobre la metodología de los comités de violación, se destacó mucho la amplia publicidad del mandato de los comités.",0
"2559","57. La misión recopiló información según la cual los escuadrones de la muerte están integrados por elementos cercanos al Gobierno, la Guardia Presidencial y una milicia tribal del grupo étnico del Presidente.",0
"2560",":: Su Excelencia el Presidente Levy Mwanawasa, de la República de Zambia",0
"2561","36. Al 7 de abril, se habían desplegado en la ONUCI 1.182 agentes de policía, frente a un límite máximo autorizado de 1.200, incluidos 434 oficiales y 748 efectivos desplegados en seis unidades de policía constituidas.",1
"2562","En Asia y Medio Oriente",0
"2563","Cualquier tendencia hacia la radicalización en las instituciones educativas caería bajo la autoridad del Ministerio de Educación.",0
"2564","Pagos para los cuales no se han recibido certificados de auditoría",0
"2565","Sin embargo, el costo proyectado de estos programas es de $6,5 millones.",0
"2566","Respeto al derecho de los refugiados y desplazados al regreso voluntario en condiciones de seguridad y dignidad a sus hogares.",0
"2567","La desinformación agravó la discriminación y la estigmatización basadas en la identidad y desencadenó violencia entre las comunidades y dentro de ellas.",1
"2568","De hecho, el Fondo Fiduciario fue establecido por el Estatuto de Roma como encarnación del compromiso de los Estados partes con la función de justicia restaurativa del sistema, apoyando aquellas actividades que abordan los daños resultantes de los crímenes bajo la jurisdicción de la Corte.",0
"2569","Este ámbito está regulado por la Convención de Ginebra de 1951 sobre el Estatuto de los Refugiados y la Ley de Georgia sobre Refugiados (18 de febrero de 1998).",0
"2570","El señor Serry es un diplomático de carrera con más de dos décadas de experiencia.",0
"2571","Violaciones como los ataques deliberados contra civiles, los ataques indiscriminados contra civiles y bienes de carácter civil o los ataques a aldeas en las que se esconden o dan refugio a los rebeldes, que causaron daños desproporcionados a los civiles, o las ejecuciones en masa, así como el desplazamiento forzado de civiles de sus hogares, fueron generalizadas y sistemáticas y equivalían a crímenes contra la humanidad.",1
"2572","En opinión del Secretario General, estas credenciales están en regla.",0
"2573","56. Actualmente, las autoridades gubernamentales manifiestan que no han identificado a los integrantes de las cuadrillas y atribuyen estos hechos a un posible ajuste de cuentas.",1
"2574","Si bien los dirigentes de Al-Qaida, limitados por la acción internacional, tal vez no puedan traducir su apoyo en violencia coordinada bajo su control, siguen atrayendo seguidores, algunos de los cuales están decididos a cometer actos terroristas en su nombre, sin necesidad de ver a sus acciones como parte de un programa político más amplio.",1
"2575","&quot;El Consejo de Seguridad expresa su intención, al establecer o renovar el mandato de los Comités de Sanciones pertinentes, de considerar las disposiciones relativas a las partes que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados.",0
"2576","8. La Dirección Ejecutiva, actuando junto con donantes y otras organizaciones asociadas relevantes, intensificará sus enfoques regionales y subregionales para implementar iniciativas ya lanzadas o planificadas en las áreas de prevención del abuso del sector sin fines de lucro para financiar el terrorismo, el movimiento fronterizo de dinero en efectivo y otros instrumentos negociables al portador, la mejora de las capacidades antiterroristas de los agentes de policía y los fiscales, el control y la gestión fronterizos eficaces y la promoción de la cooperación entre las entidades subregionales pertinentes.",0
"2577","&quot;El Consejo de Seguridad exhorta a todas las partes en un conflicto armado a cumplir con sus obligaciones en virtud del derecho internacional humanitario de respetar y proteger al personal médico y abstenerse de atacarlo, siempre que no adopten ninguna medida que afecte negativamente su condición de civiles y sus instalaciones, así como así como del uso de infraestructura médica en los combates.",0
"2578","C. Costos de preparación de reclamaciones 31 - 32 10",0
"2579","Como vimos en Malí, esto puede dejar al Estado vulnerable al inicio de un conflicto civil.",1
"2580","Como el Equipo ha señalado anteriormente, las entradas inadecuadas no sirven para nada: no se pueden aplicar sanciones apropiadas contra ellos, los miembros no deseados del público con nombres similares sufren consecuencias reales, el sector privado y los funcionarios en las fronteras y en otros lugares pierden tiempo y esfuerzo valiosos intentando identificar coincidencias que nunca podrán confirmarse, y el régimen de sanciones en su conjunto pierde apoyo.",1
"2581","78. El jeque Yusuf Indohaadde está a cargo de la administración local del Bajo Shabelle; asume el papel de gobernador.",0
"2582","Luego atacaron la comisaría, mataron a dos policías y se llevaron armas y municiones.",1
"2583","Una reducción drástica del número de contingentes militares podría disminuir la capacidad de prevención de la Misión y, ante una crisis, que su país espera que no se produzca, se vería obligado a reaccionar bajo conceptos operativos aún poco claros, con todos los riesgos que ello conlleva. .",1
"2584","Sr. Le Luong Minh (Viet Nam) (habla en inglés): El terrorismo es una preocupación compartida por todos los Miembros de las Naciones Unidas y la comunidad internacional en general.",0
"2585","53. Se están ejecutando planes integrados para apoyar la retirada ordenada de los componentes militar y civil de la Misión entre el 15 de octubre y el 31 de diciembre de 2010.",0
"2586","Falleció el juez de Malasia.",0
"2587","Para superar este obstáculo, el proceso de registro fue precedido por una campaña de educación pública con todas las partes interesadas en la que los funcionarios explicaron el propósito del ejercicio de registro.",0
"2588","Los terroristas y otros grupos armados no estatales con acceso a mercados criminales transfronterizos pueden tener incentivos más débiles para salir del conflicto y llegar a un acuerdo político.",1
"2589","Los certificados debían ser emitidos por los funcionarios responsables del control de las finanzas públicas de los Estados miembros correspondientes.",0
"2590","404. Una garantía importante establecida en el párrafo 4 del artículo 9 es el derecho a que un tribunal controle la legalidad de la detención.",0
"2591","El déficit del componente de policía de la Misión sigue siendo un motivo importante de preocupación y afecta la capacidad de la Misión para llevar a cabo las tareas que se le han encomendado.",1
"2592","o El 5 de noviembre de 2014, las fuerzas del régimen atacaron la escuela primaria Hazrma en Damasco Rural e hirieron a un niño.",1
"2593","Seguimos preocupados por el hecho de que, a pesar de todos los intentos de restablecer la paz y la seguridad, los esfuerzos por estabilizar la región oriental de la República Democrática del Congo hayan experimentado importantes reveses recientemente.",0
"2594","Los militares dispararon morteros contra civiles desarmados.",1
"2595","Según los informes, se sigue violando el embargo de armas de las Naciones Unidas y ha aumentado la entrada de armas al país.",1
"2596","4. Decide seguir ocupándose del asunto.",0
"2597","Las Instrucciones Administrativas que rigen el alta prescriben la consideración de casos individuales por motivos particulares, distintos tomadores de decisiones para los procesos de baja de los oficiales en comparación con otros rangos, y el establecimiento de procedimientos de notificación a través de los comandantes de unidad.",0
"2598","Como se indicó anteriormente, el sistema judicial sudanés ha demostrado ser incapaz de garantizar la rendición de cuentas por los crímenes cometidos en Darfur y las autoridades no están dispuestas a hacerlo.",1
"2599","La comunidad internacional ha investigado adecuadamente algunos casos destacados relacionados con la delincuencia organizada, incluido el tráfico de personas y de drogas, y los autores han comparecido ante la justicia.",0
