"","en_ar_TRANSFORMERS","VerConf"
"1427",":: تقديم من يمولون الأعمال الإرهابية أو يدبرون أو يدعمون أو يساندون أو ييسرون أو يرتكبونها إلى العدالة، ولا سيما مع مراعاة مبدأ ""التسليم أو المقاضاة"" وفقا للقانون الدولي، بما في ذلك قانون حقوق الإنسان",1
"1428","كانت الرائحة خانقة مثل البيض المتعفن",0
"1429","17 - وسيواصل مكتب الإعلام والإدارة تعزيز وتحديث موقع اللجنة على الإنترنت وزيادة عدد وصلات الإنترنت المتاحة لمواقع الأمم المتحدة وغيرها من الكيانات المكلفة بولايات في مجال مكافحة الإرهاب.",0
"1430","”ويشدد مجلس الأمن على أن أي محاولة لزعزعة استقرار تشاد بالقوة أمر غير مقبول.",1
"1431","ومن المتوقع أن يتضاعف النمو في عام 2008 بسبب انتعاش أسعار صادرات النفط والزراعة.",0
"1432","() القرار 1318 (2000)، المرفق، الفرع السادس، الفقرة الأولى.",0
"1433","وعلى الرغم من أن القوات المسلحة التيمورية ذكرت أنها تحتفظ في عام 2006 بـ 200 1 قطعة سلاح من طراز M16، فإن السجلات تبين أن 45 قطعة سلاح من طراز M16 مفقودة، وبالإضافة إلى ذلك، فإن ثلاث بنادق نصف آلية تابعة للقوات الجديدة والقوات الوطنية الكونغولية، وثلاث بنادق شبه آلية من طراز SKS، وسلاحين من أسلحة أوزي كانت في عهدة القوات المسلحة التيمورية وسيطرتها في السابق مفقودة.",1
"1434","وقد جُنِّد بعض هؤلاء الأطفال في الجيش الماوي في انتهاك لاتفاق السلام الشامل، بينما جُنِّد آخرون في منظمات منتسبة للحزب الشيوعي النيبالي الماوي، وأُطلق سراح نحو 30 في المائة من هؤلاء الأطفال بعد أيام قليلة قضوها مع الحزب الشيوعي النيبالي الماوي، ووُجد فيما بعد نحو 20 في المائة منهم في مواقع تجميع الجيش الماوي.",0
"1435",":: قد تثير الزيارات التي تقوم بها اليخوت أو الطائرات الخاصة إلى ساموا مسائل في إطار الفقرة 2 (ز) من القرار.",0
"1436","وفي بعض الحالات لا يُعطى إلا اسم أول.",0
"1437","ويشكل قرار طرد العاملين في المجال الإنساني وإسكات الآخرين عن طريق التهديد بالطرد، أو محاولات تقييد حرية حركة العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور، جزءا من هذه السياسة الرامية إلى الحد من قدرة المجتمع الدولي على الرصد.",1
"1438","15- أصدرت المحكمة الجنائية الخاصة بالأحداث في دارفور، منذ إنشائها في حزيران/يونيه 2005، أحكاماً في خمس قضايا.",1
"1439","ومن الواضح أن اللجنة قد لا تكون في وضع يمكنها من الاضطلاع بهذه المهام إذا لم تكن قد حددت من قبل ما يلي: (أ) ما إذا كانت الانتهاكات تشكل جرائم دولية، وإذا كان الأمر كذلك، (ب) في إطار فئات الجرائم التي تقع فيها (جرائم الحرب، أو الجرائم ضد الإنسانية، أو الإبادة الجماعية، أو غيرها من الجرائم).",1
"1440","وواصل العقيد القذافي وأفراد أسرته، في بياناتهم العلنية، تهديد المواطنين بحرب أهلية وبإمكانية القتل الجماعي إذا استمرت الاحتجاجات.",1
"1441","شركة الخدمات التجارية",0
"1442","ويُقال إن القطاع الذي لا يستهدف الربح هو أكثر القطاعات عرضة لتمويل الإرهاب وأصعبها تنظيما ورصدا.",1
"1443","ويدعو المجلس أيضا الأمم المتحدة والاتحاد الأفريقي إلى القيام بصورة مشتركة بالتحقيق في الشبكات اللوجستية لجيش الرب للمقاومة والمصادر المحتملة للتمويل غير المشروع، بما في ذلك المشاركة المزعومة في الصيد غير المشروع للفيلة وما يتصل بذلك من تهريب غير مشروع.",0
"1444","ولكن كان هناك قلق أيضا لأنه، في كل مرة كانت هناك إشارة تبعث على الأمل في الشرق الأوسط، كانت تجابه بالعنف والدمار المتزايدين.",1
"1445","ولكن الخطر الخطير لا يزال قائما، نتيجة لذلك القرار - الذي ينتهك وثائق مؤتمري بون وبرلين - هو أن البلد سيواجه حالة متفجرة محفوفة بمقاومة مسلحة جديدة وتجزئة داخلية لهياكل السلطة.",1
"1446","”ويكرر مجلس الأمن تأكيد إدانته الشديدة بنفس القدر لجميع انتهاكات القانون الدولي الساري التي تنطوي على تجنيد الأطفال واستخدامهم من جانب أطراف النزاع المسلح، فضلا عن إعادة تجنيدهم وقتلهم وتشويههم، واغتصابهم وغير ذلك من أشكال العنف الجنسي، واختطافهم، وشن هجمات على المدارس أو المستشفيات، ومنع وصول المساعدة الإنسانية من جانب أطراف النزاع المسلح.",1
"1447","وبالنظر إلى عداء هذه الجماعات للأمم المتحدة منذ أمد طويل، فإن ذلك يشير إلى وجود خطر مستمر على موظفي البعثات.",1
"1448","وأعربت عن بالغ قلق هذا المجلس والأمين العام إزاء الزيادة الأخيرة في التوترات بين الشمال والجنوب، فضلا عن استمرار عدم إحراز تقدم بشأن أبيي وغيرها من المسائل المتعلقة بمرحلة ما بعد اتفاق السلام الشامل.",1
"1449","المقرر عقدها يوم الخميس 6 آذار/مارس 2014، الساعة 10:00",0
"1450","وقد أشارت الدول الأعضاء إلى أن المواقع التي تشجع الإرهاب في بلد ما توجد دائما تقريبا في بلد آخر.",1
"1451","وأعرب المدعي العام عن أسفه لتفاقم الحالة الأمنية في ليبيا، وتزايد عدم الاستقرار السياسي، ونتيجة لذلك، فإن البيئة القائمة لا تفضي إلى سد فجوة الإفلات من العقاب في ليبيا.",1
