"","en_ar_TRANSFORMERS","VerCoop"
"2506","ولدى القوات المسلحة التيمورية أيضا بندقية من طراز مينيمي، وطائرة من طراز Special.38، وطائرة من طراز Browning عيار 9 مم، وبنادق نصف آلية من طراز G3، وبندقية من طراز M16 A1، وسلاح ناري من طراز M2.50 من طراز M2، لا يوجد تفسير لمصدره.",0
"2507","29 - وجرى التسليم أيضا بأنه ينبغي للجنة أن تواصل، في إطار أنشطتها، زيادة الوعي بالمعاهدات المتعددة الأطراف التي تهدف إلى منع انتشار أسلحة الدمار الشامل أو القضاء عليها من أجل الإسهام في تحقيق عالميتها.",1
"2508","ولذلك، أحيلت المبادئ التوجيهية إلى منظمة العمل الدولية لاستعراضها واتخاذ إجراءات إضافية ممكنة.",1
"2509",":: يتعين على الوكالة أن تكون قادرة على تأكيد الحل المرضي لجميع المسائل المحددة في مرفق الوثيقة GOV/2011/65 قبل أن تعتبرها لم تعد معلقة وأن تبلغ مجلس المحافظين بها على هذا النحو.",0
"2510","وأقر أحد المتكلمين بأن عمل المجلس قد تغير تغيرا هائلا على مدى السنوات الخمس عشرة الماضية، ولاحظ أن الاتجاه كان نحو مزيد من الانفتاح.",1
"2511","11 - يؤكد من جديد قراره 1373 (2001) ولا سيما مقرراته بأن تقوم جميع الدول بمنع ووقف تمويل الأعمال الإرهابية والامتناع عن تقديم أي شكل من أشكال الدعم، الصريح أو الضمني، إلى الكيانات أو الأشخاص الضالعين في الأعمال الإرهابية، بطرق منها وضع حد لتجنيد أعضاء الجماعات الإرهابية ووقف تزويد الإرهابيين بالسلاح؛",1
"2512","9 كانون الثاني/يناير 2006 قدم جنود القوات المسلحة لتحرير تيمور - ليشتي/جبهة الدفاع عن تيمور - ليشتي التماسا خطيا إلى العميد تاور ماتان رواك والرئيس غوسماو.",1
"2513","أدعو السيد العنابي إلى شغل مقعد على طاولة المجلس.",0
"2514","ويحظر التشريع الليتواني أي دعم من هذا القبيل.",0
"2515","(ج) الأفراد المدرجون في القائمة الذين تفيد التقارير بأنهم متوفين، إلى جانب تقييم للمعلومات ذات الصلة المبينة في الفقرة 28 (ج) وإلى أقصى حد ممكن، وحالة الأصول المجمدة وموقعها، وأسماء أي أفراد أو كيانات يكونون في وضع يمكنهم من تلقي أي أصول غير مجمدة؛",0
"2516","60 - كان التقدم المحرز في إصلاح قطاع الحراجة بطيئا.",0
"2517",":: استخدام الصندوق الاستئماني لأنشطة نزع السلاح العالمية والإقليمية للمضي قدما في تنفيذ المشاريع والأنشطة فورا",0
"2518","وتتطلع اللجنة إلى استمرار هذا الدعم المهني الرفيع المستوى.",1
"2519","33 - واصلت البعثة توعية الموظفين بقواعد وأنظمة الأمم المتحدة ذات الصلة بمنع الاستغلال والاعتداء الجنسيين.",1
"2520","' 3` يمكن استرداد بعض التكاليف عن طريق إعادة التدوير؛",0
"2521","وسيكون تعزيز تنفيذ المعايير أمرا أساسيا لتعزيز ثقة صرب كوسوفو والأقليات الأخرى خلال فترة زيادة التوتر السياسي، وسيكون أساسيا أيضا لتحقيق ثقة المنطقة والمجتمع الدولي.",1
"2522","17- واعتمد الاستعراض نهجاً مواضيعياً، مع عقد جلسة تحاورية بشأن عناصر محددة، شملت ما يلي:",0
"2523","وأشار بعض أعضاء المجلس إلى أهمية التنسيق - بين لجان الجزاءات التابعة للمجلس وأفرقة الخبراء والدول الأعضاء، وكذلك بين كيانات الأمم المتحدة والبعثات الميدانية وقادة القوات - من أجل تحقيق التنفيذ الفعال للجزاءات التي يفرضها المجلس.",1
"2524","المقرر عقدها يوم الثلاثاء، 15 حزيران/يونيه 2010، الساعة 00/10",0
"2525","لحسن الحظ هناك فقط ثلاث نقاط حيث حركة السيارات ممكنة.",0
"2526","ويحث مجلس الأمن جميع الأطراف في الصراعات المسلحة، بما فيها الأطراف من غير الدول، على وضع حد لهذه الممارسات.",0
"2527","وإذ تشدد على أن تعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي لمختلف الأديان والثقافات، والتصدي للصراعات الإقليمية التي لم تحل ولالمجموعة الكاملة من القضايا العالمية، بما فيها قضايا التنمية، من شأنه أن يسهم في التعاون الدولي، الذي هو في حد ذاته ضروري لاستدامة الحرب على الإرهاب على أوسع نطاق ممكن،",1
"2528","ومع ذلك، فقد أعلن الحزب الديمقراطي الاشتراكي التابع لنائب رئيس الوزراء أنه لن ينسحب من تحالف التحالف من أجل التغيير من أجل عدم تعريض استقرار الحكومة للخطر.",1
"2529","وكان من المأمول أن يتاح القرار 1521 (2003) والقرار 1532 (2004)، اللذان يدعوان إلى تجميد الأصول، لعملية وطنية لتعويض الضحايا، لأن ولاية المحكمة لا تشمل تعويض الضحايا.",1
"2530","“قضية حكومية” (ضم) - بدأت المحاكمة في 5 تشرين الثاني/نوفمبر 2003.",0
"2531","”ويسلط مجلس الأمن الضوء على أهمية دور المنظمات والترتيبات الإقليمية ودون الإقليمية وأهمية التعاون معها، بما يتسق مع الفصل الثامن من ميثاق الأمم المتحدة، فيما يتعلق بمنع نشوب النزاعات، وتسوية النزاعات، وحفظ السلام، وبناء السلام، بما في ذلك صون النظام الدستوري، وتعزيز حقوق الإنسان، والديمقراطية، وسيادة القانون، ومكافحة الإفلات من العقاب.",1
