"","en_ar_DEEP","MatConf"
"2929","إن القرار والتحرك المتزامن للنظر في ما يسمى بـ ""مسألة حقوق الإنسان"" لجمهورية كوريا الشعبية الديمقراطية في مجلس الأمن يشكلان أوضح مظهر من مظاهر السياسة العدائية التي تنتهجها الولايات المتحدة ضد جمهورية كوريا الشعبية الديمقراطية، فضلا عن سياسة خطيرة ذات دوافع سياسية. محاولة تمهيد الطريق لغزو جمهورية كوريا الشعبية الديمقراطية بذريعة حقوق الإنسان.",1
"2930","وفي عام 2010، قدم الاتحاد الروسي تشريعا شاملا لتعزيز الضوابط على استيراد/تصدير وتداول الأسلحة والمتفجرات، مع إسناد المسؤولية العامة عن الإشراف على هذه التدابير والتحقيق فيها وتنفيذها إلى مكتب المدعي العام. مراقبة الحدود 194- تصدر جميع دول المنطقة دون الإقليمية وثائق سفر يمكن قراءتها آلياً.",0
"2931","وأخيرا، فإن الكثير من المعلومات المصدرية ذات الصلة بمصير السيد أبو عدس تشير إلى الجمهورية العربية السورية ومسؤولين سوريين، فضلا عن بعض المسؤولين اللبنانيين. وفي حين أنه لم يتم تأكيد سوى القليل من هذه المعلومات المصدرية بشكل مستقل، فمن المهم أنه لا توجد معلومات تشير إلى أي كيان آخر متورط في اختفائه أو أنه كان انتحاريًا.",1
"2932","وخلال الفترة من 20 تشرين الأول/أكتوبر إلى 10 كانون الأول/ديسمبر 2014، أسقطت طائرات الهليكوبتر التابعة للنظام ما مجموعه 1,125 برميلا متفجرا، مما أسفر عن مقتل 603 مدنيين، من بينهم 129 طفلا و 112 امرأة.",1
"2933","وقد احتُجز بعض المعتقلين لمدة 11 شهرًا دون توجيه اتهامات لهم أو الاتصال بمحام أو التواصل مع عائلاتهم.",1
"2934","وترتبط المعابر البرية في جنوب أفريقيا بقاعدة بيانات مركزية، وتتمتع جميع نقاط الدخول بإمكانية الوصول إلى نظام آلي مركزي يلتقط جميع تفاصيل المسافرين ويحتوي على قوائم تحذيرية يتم تحديثها بانتظام بالمعلومات الواردة من وكالات إنفاذ القانون.",0
"2935","وتم تعديل النظام في القرارين 1333 (2000) و 1390 (2002) لفرض ثلاثة تدابير محددة الأهداف (تجميد الأصول، وحظر السفر، وحظر الأسلحة) ضد الأفراد والكيانات المرتبطة بحركة الطالبان وتنظيم القاعدة.",1
"2936","وتزايدت العمليات العسكرية وعمليات الشرطة، إلى جانب التحركات المستهدفة ضد زعماء العصابات، في المناطق المتضررة من عنف العصابات.",1
"2937","""ويدرك مجلس الأمن ضرورة الاستمرار مع المنظمات والترتيبات الدولية والإقليمية ودون الإقليمية في استكشاف سبل تبادل الخبرات والدروس المستفادة في المجالات التي يغطيها القرار 1540 (2004)، ومدى توافر البرامج التي قد تيسر تنفيذ القرار 1540 (2004). القرار والمجالات التي يمكنهم تقديم المساعدة فيها، بما في ذلك من خلال تعيين جهة اتصال أو منسق لتنفيذ القرار 1540 (2004).",0
"2938","تم الإبلاغ عن ما مجموعه 1283 حالة اختطاف بدوافع إرهابية في عام 2012، ويمكن لرهينة واحدة أن تدفع فدية مكونة من سبعة أرقام إلى أيدي الإرهابيين.",1
"2939","ورحب الممثل الخاص بالجهود التي تبذلها حكومة جمهورية الكونغو الديمقراطية لحماية الأطفال، ولا سيما التوقيع في 4 تشرين الأول/أكتوبر 2012 على خطة العمل لإنهاء ومنع تجنيد واستخدام الأطفال والعنف الجنسي وغيره من الانتهاكات الجسيمة ضد الأطفال. على أيدي القوات المسلحة وقوات الأمن الوطنية، ومشاركة الحكومة في حملة ""أطفال، لا جنود""، وتعيين مستشار رئاسي في 14 تموز/يوليه 2014 معني بالعنف الجنسي وتجنيد الأطفال.",0
"2940","تشمل بنود التقييم المجوهرات والتحف والمقتنيات واللوحات الفنية والسجاد والخيول (خيول السباق والتربية).",0
"2941","3. شيشيلي IT-03-67-Ar15bis (6 يونيو 2014)",0
"2942","وهل يحكمها التشريع بأي شكل من الأشكال؟ إذا كان الأمر كذلك، الخطوط العريضة للتشريع.",0
"2943","وأظهر آخرون، ممن يرغبون في إيقاف العملية، أنهم يعيدون تنظيم أنفسهم.",0
"2944","والميزة التي يجلبها الفريق هي القدرة على العمل بشكل تعاوني مع الحكومات في جميع أنحاء العالم، فضلا عن التواصل مع المتخصصين الخارجيين، من أجل بناء تقييم متكامل للتهديد الذي يشكله تنظيم القاعدة وشركاؤه، وإجراء عملية محددة الهدف وفعالة. ونظام العقوبات العادل.",0
"2945","ولا أزال أشعر بالقلق من أن مزيج انعدام الثقة بين الأطراف واستمرار وجود الميليشيات يمكن أن يؤدي إلى توترات واحتمال انعدام الأمن وعدم الاستقرار في لبنان وخارجه.",1
"2946","""يطلب إلى الأمين العام أيضا أن يدرج في مرفقات تقاريره عن الأطفال والنزاع المسلح أطراف النزاع المسلح التي تتورط، في انتهاك للقانون الدولي المنطبق، في أنماط من قتل وتشويه الأطفال و/أو اغتصاب و أشكال العنف الجنسي الأخرى المرتكبة ضد الأطفال في حالات النزاع المسلح، مع مراعاة جميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال، ويلاحظ أن هذه الفقرة تنطبق على الحالات وفقا للشروط المبينة في الفقرة 16 من قراره 1379 (2001). ;",1
"2947","وكان النصف الأول من شهر يناير/كانون الثاني 2014 هادئا نسبيا، قبل أن يتفاقم الوضع، خاصة في بانغي، في النصف الثاني من الشهر.",0
"2948","26- وفي كانون الأول/ديسمبر، أدى ظهور مجموعات متمردة جديدة في غرب البلاد إلى المزيد من عمليات نزوح السكان نحو الحدود مع ليبيريا وغينيا.",1
"2949","المبادئ التوجيهية للإنفاذ بشأن مكافحة غسل الأموال وتمويل الإرهاب",1
"2950","وقد أشارت بعض التقارير ضمنا، وحدد القليل منها، أن عناصر جريمة الإبادة الجماعية موجودة في أنماط وطبيعة الانتهاكات التي ترتكبها الحكومة والميليشيات التابعة لها.",1
