"","en_ar_DEEPL","VerCoop"
"2159","أما الدولتان الأخريان فقد طبقتا قوانين مكافحة الإرهاب منذ أكثر من خمس سنوات، لكنهما لم تبلغا عن أي تحقيقات أو ملاحقات قضائية ذات صلة.",0
"2160","يشير إلى أن [جماعة المعارضة] تتحمل مسؤولية خاصة عن حماية العائدين وتيسير عودة من تبقى من السكان المشردين، ويطلب اتخاذ مزيد من التدابير [من جانب وكالات الأمم المتحدة] لتهيئة الظروف المواتية لعودة اللاجئين والمشردين داخليا، ... لتنمية مهاراتهم وزيادة اعتمادهم على أنفسهم، مع الاحترام الكامل لحقهم غير القابل للتصرف في العودة إلى ديارهم في ظروف آمنة وكريمة.",1
"2161","""يعرب مجلس الأمن عن تقديره الحار لرئيسة المحكمة الخاصة لسيراليون ومدعيها العام على إحاطتهما الإعلامية التي قدماها إلى مجلس الأمن في 9 تشرين الأول/أكتوبر 2012.",1
"2162","واتفق أعضاء المجلس على ضرورة معالجة الأسباب الجذرية للصراع وعلى ضرورة وجود استجابة منسقة تشمل جميع هيئات الأمم المتحدة ذات الصلة.",1
"2163","ويجب بذل الجهود منذ البداية لضمان التنسيق مع هيئات الإنفاذ والسلطات الوطنية الأخرى؛ ووضع الأطر القانونية الوطنية المناسبة؛ وتعزيز قدرات النظم القضائية ونظم إنفاذ القانون.",1
"2164","غير أن الجهة المطالبة أكدت أثناء التفتيش الموقعي أن المبلغ يمثل تكلفة إنشاء غرفة الطوارئ التابعة للناتج المحلي الإجمالي.",0
"2165","مكتب مراقبة المخدرات ومنع الجريمة عضو في مجموعة إيغمونت.",0
"2166","إلى حساب Hotel Africa في البنك الدولي من Borneo Jaya Pte, Ltd. (كتحويل برقي)",0
"2167","كما دعت إلى الوقف الفوري لجميع أعمال العنف وحثت جميع الأطراف على التصرف بأقصى درجات ضبط النفس والامتناع عن الأعمال الانتقامية، بما في ذلك الهجمات ضد مؤسسات الدولة.",1
"2168","36. استمع الفريق العامل، في جلسته الرسمية السابعة والأربعين، المعقودة في 20 حزيران/يونيه 2014، إلى إحاطة من المدعي العام للمحكمة الجنائية الدولية بشأن عمل المحكمة فيما يتعلق بالأطفال والنزاع المسلح.",1
"2169","كما نُظمت حملة توعية عامة حول العنف الجنسي والعنف القائم على النوع الاجتماعي وحقوق الطفل في الفترة من 11 إلى 19 أغسطس/آب في مواقع النازحين في منطقة دار سيلا.",1
"2170","44. ويمكن أن يتمثل حل جزئي في فرض قيود زمنية لتقديم الأسباب. ومن شأن ذلك أن يكون متسقا مع عملية أمينة المظالم بصفة عامة، التي تحكمها في جميع مراحلها مواعيد نهائية صارمة.",1
"2171","وأعلنت أن الأمين العام قد تلقى طلب تيمور الشرقية لقبولها في عضوية الأمم المتحدة، وأنها تتطلع إلى أن ينظر المجلس في هذا الطلب.",1
"2172","""ويكرر مجلس الأمن تأكيد تأييده القوي لاعتماد الجمعية العامة استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/60/288) المؤرخة 8 أيلول/سبتمبر 2006، وإضفاء الطابع المؤسسي على فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، وفقا لقرار الجمعية العامة 64/235، لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، والمشاركة الكاملة للهيئات الفرعية ذات الصلة التابعة لمجلس الأمن، في إطار ولاياتها، في أعمال فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب وأفرقتها العاملة، ويرحب باتخاذ الجمعية العامة القرار 64/297.",1
"2173","ووافقت السلطات على أن الألبان الإثنيين كانوا ضحايا التمييز الاجتماعي والمؤسسي وقبلت بأن تدابير بناء الثقة، مثل إدماج الألبان الإثنيين في قوات الشرطة المحلية وزيادة التمثيل في الهياكل السياسية، ستقطع شوطاً طويلاً نحو تقليل التوترات ونحو تحقيق الاستقرار على المدى الطويل في المنطقة.",1
"2174","ويتضمن التقرير الذي اعتمدته اللجنة الخاصة في 10 آذار/مارس 2000 (A/54/839) عددا من التوصيات التي تتعلق بجوانب من تقرير الأمين العام عن حماية المدنيين في الصراعات المسلحة (S/1999/957)، ويمكن أن توفر التوجيهات التالية.",1
"2175","وقد يوفر الربط القوي بين إصلاح قطاع الأمن ورفع حظر الأسلحة، عند الاقتضاء، حافزاً فعالاً لنجاح هذا الإصلاح. وهذا أمر مهم أيضا من وجهة نظر منع تكرار النزاع في حالات ما بعد النزاع الهشة.",1
"2176","35. يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، أن يقدم فريق الرصد المنشأ عملا بالفقرة 7 من القرار 1526 (2004) الدعم للجنة أيضا لفترة ثلاثين شهرا، بالولاية المبينة في مرفق هذا القرار، ويطلب إلى الأمين العام أن يتخذ أي ترتيبات ضرورية لهذا الغرض؛",1
