"","en_ar_DEEPL","MatCoop"
"2513","وتذكّر، على وجه الخصوص، بالالتزام بالتمييز بين السكان المدنيين والمقاتلين، وحظر الهجمات العشوائية، والهجمات ضد المدنيين والأعيان المدنية، وكذلك حظر استخدام الأسلحة الكيميائية واستخدام الأسلحة والقذائف والمواد وأساليب الحرب التي من طبيعتها أن تسبب إصابات لا داعي لها أو معاناة لا داعي لها.",1
"2514","في أواخر شهر سبتمبر/أيلول، أكملت بعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد تجديد سجن إريبا، مما أدى إلى تحسين ظروف احتجاز النزلاء وأمن السجن.",1
"2515","12. يكرر الإعراب عن تقديره لشركاء الاتحاد الأفريقي الذين يدعمون بالفعل بعثة الدعم الدولية، وهم الولايات المتحدة وفرنسا والاتحاد الأوروبي، ويلاحظ مع الارتياح الدعم التقني الذي تقدمه الأمم المتحدة وفقا للفقرة 37 من قرار مجلس الأمن 2127 (2013) المؤرخ 5 كانون الأول/ديسمبر 2013، وكذلك المساهمات التي سبق أن قدمتها كندا ولكسمبرغ للصندوق الاستئماني الذي أنشأه الأمين العام للأمم المتحدة عملا بالفقرة 43 من القرار 2127 (2013)، والتبرعات التي تعهدت بها اليابان والمملكة المتحدة.",1
"2516","6. يطالب جميع الدول وأطراف النـزاعات المسلحة بالتنفيذ الكامل لجميع قرارات مجلس الأمن ذات الصلة والتعاون التام في هذا الصدد مع بعثات الأمم المتحدة لحفظ السلام والأفرقة القطرية في متابعة وتنفيذ هذه القرارات;",0
"2517","كما ينبغي للدول الأعضاء أن تتخذ خطوات لتحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة في الوقت المناسب وبطريقة موثوقة.",1
"2518","202. من المسائل الرئيسية فيما يتعلق بتيسير التحقيق والملاحقة القضائية المناسبة للسلوك الإجرامي ضمان استعداد الأشخاص الذين لديهم معلومات ذات صلة للتقدم إلى السلطات، وعند الاقتضاء، للإدلاء بشهادتهم في المحكمة.",1
"2519","المقرر عقدها يوم الجمعة، 28 آذار/مارس 2003، الساعة 25/12 ظهراً",0
"2520","وأنشأت بيلاروس والاتحاد الروسي وأوكرانيا وحدات استخبارات مالية تعمل بكامل طاقتها. وفي عام 2010، اعتمدت بيلاروس وأوكرانيا تعديلات على قوانين مكافحة غسل الأموال وتمويل الإرهاب بشأن تحديد هوية العملاء، والتحقق من العملاء، وحفظ السجلات، والتأكد من الملكية الانتفاعية، والمعاملات المشبوهة، كما وسعتا نطاق معايير الرقابة على تحويل الأموال عبر النظام البريدي الحكومي.",1
"2521","وقد قام مراقبو الأسلحة التابعون لبعثة الأمم المتحدة في نيبال بتسجيل أسلحة الجيش الماوي والإشراف على تخزينها من أجل مراقبتها على مدار الساعة.",1
"2522","12. خلال الفترة المشمولة بالتقرير، واصلت حكومة تشاد ومفوضية الأمم المتحدة لشؤون اللاجئين تنفيذ برامج لتوعية اللاجئين والمشردين بالطابع المدني للمخيمات. وفي 12 أيلول/سبتمبر، في مخيم قوز عامر للاجئين بالقرب من قوز بيضا (منطقة دار سيلا)، ألقت المفرزة الأمنية المتكاملة القبض على 11 شخصا يشتبه في قيامهم بأنشطة تجنيد في المخيم لصالح جماعة مسلحة على مدى الأشهر القليلة الماضية.",1
"2523","114. وأسفرت أعمال العنف التي وقعت في راي كوتو بعد ظهر يوم 28 نيسان/أبريل عن مقتل مدني واحد، على النحو المبين في الفقرتين 50 و 51 أعلاه.",0
"2524","ويشمل التنفيذ الفعال لمهام الحماية مجموعة واسعة من الجهات الفاعلة. ويتطلب ذلك إجراء مشاورات وثيقة، بما في ذلك بين مجلس الأمن والأمانة العامة والبلدان المساهمة بقوات عسكرية والبلدان المساهمة بأفراد شرطة، قبل إنشاء بعثات حفظ السلام وطوال دورة حياتها.",1
"2525","20. يقرر إبقاء المسألة قيد نظره.",0
"2526","البحث عن تمويل من خارج الميزانية لإنشاء وظيفة مستشار للشؤون الجنسانية في المقر الرئيسي.",1
"2527","صحيفة الشروق التونسية، الصحفي التونسي نوري الصال - 23 نوفمبر 2011",0
"2528","ثانياً، حدث تدمير واسع النطاق للقرى في جميع أنحاء ولايات دارفور الثلاث.",0
"2529","كما أشاروا إلى أن زيادة توافر المعلومات حول الآثار الضارة للقرصنة قد أدى إلى تغييرات إيجابية في بؤر القرصنة السابقة.",0
"2530","""ويكرر مجلس الأمن الإعراب عن قلقه إزاء تزايد الصلة، في كثير من الحالات، بين الإرهاب والجريمة المنظمة العابرة للحدود الوطنية والمخدرات غير المشروعة وغسل الأموال والاتجار غير المشروع بالأسلحة، ويشدد على ضرورة تعزيز تنسيق الجهود على الصعد الوطني ودون الإقليمي والإقليمي والدولي من أجل تعزيز التصدي على الصعيد العالمي لهذا التحدي والتهديد الخطير للسلم والأمن الدوليين، ويشجع مكتب الأمم المتحدة المعني بالمخدرات والجريمة على مواصلة عمله، في هذا الصدد، بالتعاون مع كيانات الأمم المتحدة الأخرى ذات الصلة.",0
"2531","وتجرّم جميع الدول تقريباً استخدام أراضيها لارتكاب أعمال إرهابية أو الإعداد لها ضد مواطني دول أخرى ومنشآتها وممثليها الدبلوماسيين.",1
"2532","كما تحركت العديد من الدول أيضاً لتعزيز دور وفعالية أجهزتها القضائية، والتي تعتبر أساسية لضمان استجابة قائمة على سيادة القانون لتهديد الإرهاب.",1
"2533","مساعدة الشرطة الوطنية لتيمور-تيمور-ليشتي على بلوغ المستويات المطلوبة من القدرات المهنية والتقنية وفقاً للمعايير الدولية.",0
"2534","تم تخصيص حوالي 12.5% من الأصول للتبرع لحكومة تشاد.",0
"2535","وفي شمال دارفور، اكتظ أكبر مخيم للنازحين في الولاية، وهو مخيم أبو شوك في أبو شوك شمال دارفور، بأكثر من 20,000 وافد جديد من أعمال العنف في العديد من المواقع خلال الشهرين الماضيين.",1
"2536","11. يقرر إبقاء المسألة قيد نظره.",0
"2537","68. وفحص الفريق حركات الطيران غير المقررة من كوت ديفوار وإليها. وفحص أيضا إحصاءات حركة الطيران إلى البلدان المجاورة، مثل غينيا ومالي وبوركينا فاسو وغانا. ومن هذا الفحص، لم يتوصل الفريق إلى تحديد أي رحلة جوية مشبوهة خلال فترة الحظر (من 15 تشرين الثاني/نوفمبر 2004).",1
"2538","11. في الساعة ١١١٠/١١ من يوم ١٤ تموز/يوليه ١٩٩٨ قام تشكيل مكون من طائرتين أمريكيتين باختراق حاجز الصوت فوق منطقة القوش )مدينة الموصل(.",0
"2539","قتلت قوات النظام 231 شخصًا، وقتل المتطرفون 3 أشخاص، وقتلت الجماعات المسلحة 2.",0
"2540","المقرر عقدها يوم الأربعاء، 29 أيلول/سبتمبر 2010، الساعة 10:20 صباحاً",0
