"","en_ar_DEEPL","VerConf"
"1509","1. يقرر أن تتخذ جميع الدول التدابير التالية فيما يتعلق بالأفراد والكيانات الذين أدرجت أسماؤهم قبل هذا التاريخ بوصفهم حركة الطالبان، وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطين بها، على النحو المحدد في الفرع ألف (""الأفراد المرتبطون بحركة الطالبان"") والفرع باء (""الكيانات والجماعات والمؤسسات والكيانات الأخرى المرتبطة بحركة الطالبان"") من القائمة الموحدة للجنة المنشأة عملا بالقرار 1267 (1999) والقرار 1333 (2000) اعتبارا من تاريخ اتخاذ هذا القرار, وكذلك الأفراد والجماعات والمشاريع والكيانات الأخرى المرتبطة بحركة طالبان التي تشكل تهديدا للسلام والاستقرار والأمن في أفغانستان على النحو الذي حددته اللجنة المنشأة عملا بالفقرة 30 (المشار إليها فيما يلي بـ ""القائمة""):",1
"1510","""ويحذر مجلس الأمن رسميا الدول المجاورة لجمهورية الكونغو الديمقراطية من عواقب دعم الجماعات المتمردة المسلحة.",1
"1511","لكن كلمة ""رقم 1"" كُتبت بقلم الحبر وليس بالطلاء.",0
"1512","وقد جرمت عدة دول التجنيد بغرض ارتكاب أعمال إرهابية.",1
"1513","أقول مرة أخرى اليوم ما قلته في 31 كانون الثاني/يناير (انظر S/PV.6710). فمن غير المقبول أن يُمنع المجلس من تحمل مسؤولياته.",1
"1514","ولا يزال وفدي يشعر بالقلق إزاء استمرار تدهور الوضع الأمني في العراق.",1
"1515","تم إصدار أحكام في الدرجة الأولى فيما يتعلق بواحد وثلاثين شخصًا.",0
"1516","تكبدت أنموفيك نحو 11 مليون دولار من النفقات الإدارية في عام 2006. وكان هناك انخفاض قدره 20.7 مليون دولار مقارنة بمبلغ 31.7 مليون دولار في عام 2005.",0
"1517","وخلال الفترة قيد الاستعراض، اكتشفت البعثة 260 لغماً وقطعة من الذخائر غير المنفجرة ووضعت علامات عليها، ورصدت تدمير 693 3 لغماً وقطعة من الذخائر غير المنفجرة.",0
"1518","""ويعرب مجلس الأمن عن قلقه البالغ بعد ورود تقارير عن التدفق غير العادي والمفاجئ لآلاف من قبيلة المسيرية إلى بلدة أبيي وضواحيها، الأمر الذي قد يؤدي إلى تغييرات كبيرة في التركيبة العرقية للمنطقة.",1
"1519","B. قتل الأطفال وتشويههم",0
"1520","يجب أن تنفذ قوات القوة الدولية للمساعدة الأمنية للمساعدة الأمنية (إيساف) ولايتها بالكامل للقضاء على التهديدات المنبثقة من أفغانستان.",1
"1521","وقد تلقت اللجنة معلومات موثوقة تفيد بأن العديد من الأفراد قد تم اقتيادهم من قبل عناصر الاستخبارات العسكرية أو عناصر الأمن.",0
"1522","سيصدر الحكم في إحدى هذه القضايا في شهر يونيو، ومن المقرر أن تنتهي قضيتان في وقت لاحق من هذا العام، واثنتان في العام المقبل، والخمس المتبقية في عام 2012.",0
"1523","ومع ذلك، يبقى احتمال انهيار القانون والنظام بشكل كامل، بالإضافة إلى انهيار الاقتصاد الهش وتفكك مؤسسات الحكم الذاتي الفلسطيني.",1
"1524",":: خلدون وليد التياسينة، 4 سنوات",0
"1525","إذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة,",0
"1526","وللأسف، لم يتم الالتفات إلى هذه التحذيرات.",1
"1527","وبالإضافة إلى الأفراد الـ 12 المدرجة أسماؤهم في القائمة والمسجلة وفاتهم، فإن الفريق على علم بوفاة 7 أفراد آخرين تم الإبلاغ عن وفاتهم من قبل دولة إقامتهم أو جنسيتهم إما إلى اللجنة أو الفريق أو الإنتربول، و 13 آخرين تم الإبلاغ عن وفاتهم في مصادر مفتوحة ولكن لم يتم إبلاغ اللجنة أو الفريق رسميا بعد.",0
"1528","وهذا أمر غير مقبول ويتعارض حتى مع الحظر المعلن عنه من قبل القوات المناهضة للحكومة على الألغام الأرضية.",1
"1529","المسألة الوحيدة التي اتفق عليها المشاركون هي عدم وجود نقاش حول الأسلحة.",0
"1530","وشددت الممثلة الخاصة على أن النساء يعشن في ظروف يرثى لها دون إمكانية الوصول إلى الخدمات الصحية والقضائية، واعتبرت أنه سيكون من الصعب جداً معالجة هذا الوضع، نظراً لثقافة الصمت وغياب مؤسسات التحقيق والملاحقة القضائية على وجه الخصوص.",1
"1531","وقد ذكر فريق استعراض التعاون الدولي التابع لفرقة العمل المعنية بالإجراءات المالية المعنية بغسل الأموال في حزيران/يونيه 2009 أن ست دول في المنطقة دون الإقليمية تعاني من أوجه قصور في مكافحة غسل الأموال وتمويل الإرهاب.",1
"1532","بينما نحن على وشك مناقشة التحديات التنموية التي تواجه أفغانستان، يؤكد الحادث الأخير الصورة القاتمة المتعلقة بالوضع الأمني.",1
"1533","ومما يثير القلق بنفس القدر المعلومات المتعلقة بتزايد التوتر بين أطراف الحكومة والمعارضة في إطار المسائل التي تعتبر حاسمة بالنسبة لمستقبل كوسوفو، وكذلك استمرار وجود عناصر مستعدة للجوء إلى العنف.",1
"1534","64. لا يمكن معالجة مسألة الأسلحة الصغيرة بتدابير مراقبة الأسلحة فقط. فهي جزء لا يتجزأ من نطاق أوسع يتقاطع فيه الصراع والأمن والعنف المسلح والجريمة والتجارة وحقوق الإنسان والصحة والتنمية.",0
