"es_en_TRANSOFMERS"	"MatConf"
"While the leaders in Afghanistan retain their personal prestige and historical authority as the founders of Al-Qaida and are more able to sustain the fallacy that there is a religious justification for terrorism, Al-Qaida in Iraq, led by Abu Musab Al-Zarqawi or a successor, having been the author of a series of notorious attacks, has increased the commitment of those who yearn to engage in violent actions."	1
"In a limited number of cases, payment of benefits may have led commanders to re-recruit children who had already been released."	1
"I am pleased to be reminded that this is the fourth anniversary of resolution 1244 (1999)."	0
"East Africa has been a victim of terrorism in the past and the threat of terrorism in the region is high, owing to persistent political instability."	1
"Vanuatu is a party to seven conventions and protocols relevant to Security Council resolution 1373 (2001), namely:"	0
"Meanwhile, a multitude of Al-Qaida-affiliated entities are emerging, often autonomously, showing obvious changes of a generational, geographical, ethnic, structural and operational nature."	1
"A high command explained the process of recruiting and training Popular Defence Forces soldiers:"	0
"While preparing to move their forces to the cantonments, the Maoists participated in a recruitment campaign that peaked in November 2006."	1
"In that case, the problem arises of whether the other participants in the group who did not intervene in the commission of the crime, which had not been previously planned or planned, also incur criminal responsibility for it."	1
"From then on, these officers remained under his command and were armed with Steyr rifles."	1
"17. Reported cases of siege of villages: Gadnje, Orahovac, Gornja Srbica, Koretin and surrounding villages of Gnjilane."	0
"2. Iman Abdulrahman, nurse, Kebtan Aljabal"	0
"âThe Security Council expresses its condolences to the families of peacekeepers killed in combat while protecting the population in the eastern part of the Democratic Republic of the Congo."	1
"7. Further confirms that the provisions of paragraph 1 (a) also apply to the payment of ransoms to individuals, groups, undertakings or entities on the Al-Qaida Sanctions List, regardless of how the ransom is paid and who makes the payment;"	1
"The issue of the full deployment of the civilian police component of UNOMIG, as decided by the Security Council, remains unresolved."	0
"Computer specifications were very low (486 DX) and only 8 per cent of them had multimedia capability (CD-ROM), making them virtually useless in an educational environment."	0
"Formulation of gender guidelines for disarmament, demobilization and reintegration activities; provision of security measures for disarmament sites within disarmament, demobilization and reintegration areas, with special attention to the needs of women; organization of meetings with women ex-combatants and women associated with fighting forces to assess reintegration needs and mechanisms."	0
