"","en_es_DEEP","VerCoop"
"2158","La experiencia previa del Embajador Eide en las Naciones Unidas y su profundo conocimiento de los Balcanes lo convierten en la persona ideal para esta empresa.",0
"2159","Eliminación del tratamiento HTTD del material excavado;",0
"2160","En respuesta a los acontecimientos ocurridos en la República Árabe Siria, incluido un informe recibido por el Alto Comisionado de las Naciones Unidas para los Derechos Humanos, el Secretario General Adjunto acogió con satisfacción la reciente decisión del Consejo de Derechos Humanos de establecer una comisión internacional de investigación sobre la cuestión .",1
"2161","El equipo, integrado por 10 inspectores, salió del Hotel Canal a las 9.45 horas hacia el emplazamiento de Muthanna de la empresa estatal Tariq (filial del MIC), situado a 50 kilómetros al norte de Bagdad.",0
"2162","S/RES/1738 (2006), op.4",0
"2163","48. La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 20 de diciembre de 2010).",0
"2164","36. El Presidente también desempeñó un papel importante durante las reuniones del Comité al alentar a los miembros a explicar su posición sobre las inclusiones en las listas cuando éstas se oponían a las de otros Estados, y al tomar la iniciativa de proponer la exclusión de las listas de personas que se creía que estaban muertas o de entradas que carecían de identificadores.",1
"2165","La 'precisión' incluye la no linealidad, la histéresis y la repetibilidad a temperatura ambiente.",0
"2166","Convenio de Ginebra para aliviar la suerte que corren los heridos y los enfermos de las fuerzas armadas en campaña, 8 de diciembre de 1949",0
"2167","Varios miembros del Grupo expresaron su firme apoyo a la resolución 2185 (2014) y a la primera sesión informativa de los jefes de los componentes de policía por considerar que proporcionaban una base importante para la labor del Grupo sobre los aspectos policiales de las operaciones de paz.",1
"2168","La mayoría de los Estados de las subregiones de Europa occidental, Europa oriental y Asia central y el Cáucaso han introducido una legislación integral contra el terrorismo.",0
"2169","2. La situación en Costa de Marfil.",0
"2170","2. Recuerda a este respecto que los periodistas, los profesionales de los medios de comunicación y el personal asociado que realicen misiones profesionales peligrosas en zonas de conflicto armado serán considerados civiles y serán respetados y protegidos como tales, siempre que no realicen ninguna acción que afecte negativamente a su condición de civiles . Esto se entiende sin perjuicio del derecho de los corresponsales de guerra acreditados ante las fuerzas armadas al estatuto de prisioneros de guerra previsto en el artículo 4.A.4 del Tercer Convenio de Ginebra;",0
"2171","S/RES/1910 (2010), op. 12",0
"2172","Los costos del Comité se cubren con fondos para costos administrativos y operativos del programa.",0
"2173","Los miembros del Consejo subrayaron que la MINUEE se estableció por invitación de ambas partes y estaba dispuesta a ayudarlas en la implementación de los Acuerdos de Argel.",1
"2174","Los otros dos Estados introdujeron leyes antiterroristas hace más de cinco años, pero no informan de investigaciones o procesamientos relacionados.",0
"2175","En Centroamérica y el Caribe, el proceso de Diálogo de San José ejecuta programas sobre integración y prevención del terrorismo y la incitación.",0
"2176","Con respecto a esta reclamación, el Grupo aplicó, cuando correspondía, los mismos requisitos probatorios específicos que los establecidos en los párrafos 215 a 217 del primer informe E/F.",0
"2177","Durante esas consideraciones, la delegación china siempre ha enfatizado el punto de vista de que la cuestión de Darfur implica un proceso político, un despliegue de mantenimiento de la paz, desarrollo económico, asistencia humanitaria y justicia. Es muy complejo y requiere una tremenda sabiduría política para encontrar una solución integral que garantice el logro de la paz y la justicia.",0
"2178","30. En su resolución 1963 (2010), el Consejo de Seguridad alentó a la Dirección Ejecutiva a trabajar con los Estados Miembros en la elaboración de estrategias nacionales amplias e integradas de lucha contra el terrorismo.",1
"2179","Ningún Estado puede luchar contra el terrorismo por sí solo, porque el carácter transnacional de la amenaza terrorista requiere cooperación y coordinación con otros Estados.",1
"2180","El Grupo también visitó el puesto de control policial de Niangoloko e inspeccionó el ""registro de movimientos"", pero no observó ninguna irregularidad; se habían confiscado algunas escopetas y pistolas artesanales.",1
"2181","4. Además, de conformidad con la orientación normativa aprobada por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre cuestiones relacionadas con el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario en relación con la identificación y aplicación de medidas eficaces para aplicar la resolución 1373 (2001), así como sobre los modos de asegurar que las medidas adoptadas por los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) cumplan con sus obligaciones en virtud del derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario.",1
"2182","Esperaban con interés dar la bienvenida a Timor Oriental a las Naciones Unidas.",1
"2183","En algunos casos en los que el Comité encontró que la información disponible no era suficiente para tomar una decisión sobre si una inclusión en la lista seguía siendo apropiada, pidió al Equipo que buscara más información. Esto era especialmente cierto en los casos en los que se creía que una persona estaba muerta pero para la cual no existía un certificado de defunción o documentación oficial equivalente.",1
"2184","Alienta a los países que aportan contingentes y fuerzas de policía a que, en consulta con el Secretario General, consideren las medidas que podrían adoptar para aumentar la conciencia y la capacidad de respuesta de su personal que participa en operaciones de mantenimiento de la paz de las Naciones Unidas a fin de proteger a los civiles, incluidos las mujeres y los niños, y prevenir la violencia sexual contra las mujeres y las niñas en situaciones de conflicto y posteriores a los conflictos, incluido, siempre que sea posible, el despliegue de un mayor porcentaje de mujeres en las fuerzas de paz o en la policía.",1
"2185","e) Se ordenó que todas las aeronaves registradas en Liberia permanecieran en tierra y, posteriormente, el 6 de marzo de 2001 se revocaron las matrículas de todas las aeronaves liberianas. Sobre la base de esa medida de revocación, Liberia no tiene ninguna aeronave registrada.",0
"2186","Las partes informaron a la misión de que estaban convencidas de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y de que la persistente crisis política sólo podría resolverse mediante la celebración de elecciones.",1
"2187","69. Obviamente, el Gobierno de la República Democrática del Congo es responsable de regular la conducta empresarial en el país y, junto con sus socios internacionales, tendrá que tomar la iniciativa en la aplicación del pacto de gobernanza propuesto.",0
"2188","El Consejo también destacó la urgente necesidad de que todas las partes observaran el alto el fuego y adoptaran medidas inmediatas para poner fin a la violencia, y pidió al Gobierno del Sudán que respetara sus compromisos de garantizar que las milicias Janjaweed fueran neutralizadas y desarmadas.",1
"2189","37. La Misión siguió otorgando alta prioridad a la política de tolerancia cero con respecto a la explotación y los abusos sexuales, incluso mediante la organización de sesiones informativas introductorias y capacitación periódica para todo el personal de las Naciones Unidas sobre la prevención de la explotación y los abusos sexuales.",0
"2190","88. En su carta invitando a los países no miembros a participar en la sesión de recapitulación, el Presidente del Consejo de Seguridad alentó a todos los oradores a hacer evaluaciones francas y centradas del papel del Consejo al abordar cualquiera o todos los problemas mencionados anteriormente. los temas mencionados, de modo que las intervenciones sirvieran como guías útiles para los trabajos futuros del Consejo.",1
"2191","En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, el lento ritmo de progreso en otros lugares obstaculiza el intercambio de inteligencia y la alerta temprana.",0
"2192","""El Consejo de Seguridad ha examinado la cuestión de la protección de los civiles en los conflictos armados.",1
