"","ar","VerConf"
"1426","أن يطلب إلى الأمانة أن تقدم تقارير عن المستجدات فيما يتصل بمسالة التعويضات المزدوجة المحتملة من الفئتين ألف وجيم لكي يواصل الفريق العامل النظر فيها خلال اجتماعاته المقبلة، وأن تبقي المسألة على جدول أعمال الدورة التالية لمجس الإدارة، وأن تتم الموافقة على طلب الأمانة تمديد عقود خمسة من الموظفين حتى 31 كانون الأول/ديسمبر 2005، لتقديم الدعم لخبراء المحاسبة في مجال الأدلة الجنائية وتنفيذ أية توصيات يمكن أن تُقدم بخصوص التعويضات المزدوجة المحتملة.",0
"1427","62 - وفيما يتعلق بالمهام المتصلة بالمصفوفات، مثَّل اتفاق اللجنة على شكل جديد خطوة هامة نحو الأمام.",0
"1428","وفي حالة اتخاذ قرار بمحاكمة جميع الأفراد الذين تسلموا أسلحة بتهمة الحيازة غير المشروعة، فإن بحوزة اللجنة سجلات تحدد هوية هؤلاء الأشخاص.",1
"1429","بينما سينصب التركيز في الأمد المتوسط على مراقبة مناطق المناجم والقضاء على الخطر الذي تشكله الجماعات المسلحة بإيتوري وتقييد وجود القوات الديمقراطية لتحرير رواندا في مناطق معينة بالنظر إلى عملية نزع السلاح والتسريح والإعادة إلى الوطن وإعادة الإدماج والتأهيل.",1
"1430","وإنني أدين بأشد العبارات الاعتداءات المشينة التي تستهدف أناسا يقدمون الدعم إلى الشعب الصومالي في مكافحة الجريمة المنظمة التي تعرقل تنمية بلده.",1
"1431","1 - تحدد قائمة المتكلمين في جلسات مجلس الأمن كممارسة عامة عن طريق القرعة.",0
"1432","ويستنتج من تعريف النزاع الدولي الوارد أعلاه أن النزاع غير الدولي نزاع لا يشمل دولتين.",0
"1433","وأعربت المدعية العامة عن أسفها لأن الحالة الأمنية في ليبيا قد ازدادت سوءا، وأن حالة عدم الاستقرار السياسي قد اشتدّت، وأن المناخ الراهن لا يساعد بالتالي على سد الفجوة القائمة في ليبيا على صعيد الإفلات من العقاب.",1
"1434","18 - وتتجلى هذه الاتجاهات في العديد من حالات النزاع المعاصرة المدرجة في جدول أعمال المجلس.",1
"1435","40 - وأدعو أيضا قيادة حزب الله الى وقف جميع الجهود الرامية لاقتناء الأسلحة وبناء قدرات شبه عسكرية خارج سلطة الدولة.",1
"1436","وضربت إحدى الدول مثالاً بالأشخاص الذين مُنِعوا من الدخول على مدى العقد الماضي بسبب الاشتباه في ضلوعهم في أنشطة إرهابية دولية.",1
"1437","رابعا، إن القرصنة قبالة سواحل الصومال مشكلة دولية تتطلب جهودنا وإسهاماتنا الجماعية.",1
"1438","ونعتقد أن مسألة دعم مشروعية الحكومة هامة وذلك لوجود علاقة سببية ومن المشروعية وإزالة المقاومة التي يقوم بها جهات فاعلة غير رسمية وشبكات غير رسمية تتسم بها طبيعة القوة في أفغانستان.",1
"1439","7 - يؤكد مجددا على أن إنهاء ظاهرة الإفلات من العقاب أمر أساسي للمجتمعات التي تمر بصراع أو التي تتعافى منه لتحقيق المصالحة مع الماضي بما ارتكب فيه من اعتداءات ضد المدنيين المتضررين من الصراعات المسلحة ومنع وقوع مثل هذه الاعتداءات في المستقبل، ويوجه الانتباه إلى أن هناك مجموعة كاملة من آليات العدالة والمصالحة التي يمكن النظر في الأخذ بها، بما في ذلك المحاكم الجنائية الوطنية والدولية 'والمختلطة` ولجان الحقيقة والمصالحة، ويلاحظ أن هذه الآليات يمكنها أن تعزز ليس المسؤولية الفردية عن الجرائم الجسيمة فحسب، وإنما أيضا السلام والحقيقة والمصالحة وحقوق الضحايا؛",0
"1440","وكرر إدانته الشخصية للحادث، الذي وصفه بأنه يعطي رسائل خاطئة وغير مرغوب فيها، قبل موعد انتخابات عام 2012، ومن شأنها أن تقوض وتعيق المكاسب التي تحققت في إعادة تشكيل صورة البلد، وفي مجال بناء وترسيخ السلام، وهي مكاسب تم تحقيقها بجهود مضنية، وبمساعدة شركائنا الإنمائيين، والمجتمع الدولي.",1
"1441","يكرر تأكيد أهمية الامتثال للأحكام ذات الصلة من القانون الإنساني الدولي وقانون حقوق الإنسان والقانون المتعلق باللاجئين وتوفير التدريب المناسب للموظفين المشتركين في أنشطة صنع السلام وحفظ السلام وبناء السلام في ذلك المجال القانوني، بما في ذلك الأحكام المتعلقة بالأطفال ونوع الجنس، فضلا عن مهارات التفاوض والاتصال والوعي الثقافي والتنسيق المدني والعسكري والحساسية في مجال منع فيروس نقص المناعة البشرية/متلازمة نقص المناعة المكتسب (الإيدز) والأمراض المعدية الأخرى، ويطلب إلى الأمين العام نشر التوجيهات المناسبة وضمان تلقي موظفي الأمم المتحدة التدريب المناسب، ويحث الدول الأعضاء المعنية، حسب الاقتضاء وبقدر ما هو مجد، على نشر التعليمات المناسبة والتكفل بإدراج التدريب المناسب في برامجها للموظفين المشتركين في أنشطة مماثلة.",0
"1442","غير أن المحتجزين عُرِّضوا لاعتداءات جسيمة على حياتهم وسلامتهم البدنية.",0
"1443","وهو يشدد أيضاً على حظر المواقع الشبكية التي تحتوي على مواد متطرفة ووقف تلك المواقع، وعلى تنظيم المشاكل التي تنشأ في هذا الميدان.",0
"1444","38 - ونظرا إلى إلحاح الحالة الراهنة، يتعين أن تكون جهود المجتمع الدولي فورية ومنسقة وحازمة.",1
"1445","عدلـــت المطالبة لمراعاة زيــادة المخزونات والقدم.",0
"1446","وفي هذا الصدد، نشعر بالقلق بصورة خاصة حيال الانعدام المستمر للتقدم في مجالات حرية تنقل الأقليات وعمليات العودة المستدامة والتمثيل ذي الصلة للأقليات في الهياكل الحكومية وفي القطاع العام بأسره.",1
