"","en_es_DEEPL","MatConf"
"2596","19. Los grupos extremistas también atacaron a contratistas civiles que trabajaban para la MINUSMA. El 12 de octubre, elementos armados detuvieron un camión contratado y destruyeron la carga claramente marcada, dejando ileso al conductor. El 6 de noviembre, el camión de un contratista civil chocó contra un artefacto explosivo a 40 km al sur de Almoustarat (región de Gao), causando tres heridos. El 8 de noviembre, dos camiones civiles contratados por la MINUSMA fueron detenidos por elementos armados, que robaron a los conductores y amenazaron con quemar sus camiones si seguían trabajando para la MINUSMA.",1
"2597","Los Estados que han tipificado parcialmente como delito la financiación del terrorismo aún tienen que asegurarse de que se incluyen todos los elementos del artículo 2 del Convenio sobre la financiación del terrorismo.",1
"2598","1. Lingotes o barras con un tamaño igual o superior a 100 mm en cada dimensión;",0
"2599","El Consejo pide a los combatientes restantes del LRA que abandonen las filas del grupo y participen en el proceso de Desarme, Desmovilización, Repatriación, Reasentamiento y Reintegración (DDRRR).",0
"2600","No está claro si el télex se refiere a algún trabajo realizado antes del 2 de mayo de 1990.",0
"2601","(d) Apoyar de cualquier otro modo los actos o actividades de las personas designadas y de otras personas, grupos, empresas y entidades asociados con los talibanes por constituir una amenaza para la paz, la estabilidad y la seguridad de Afganistán;",1
"2602","Como ya se ha dicho, en Darfur existe un conflicto armado prolongado, no de carácter internacional, entre las autoridades gubernamentales y grupos armados organizados.",1
"2603","390. Como se ha señalado anteriormente, en virtud del derecho internacional consuetudinario, el delito de saqueo o pillaje es un crimen de guerra.",0
"2604","Reservas y saldos de fondos, comienzo del período",0
"2605","Las bases de datos electrónicas son accesibles para su búsqueda en los dos (2) aeropuertos internacionales del país y en los principales puertos marítimos.",0
"2606","Por ejemplo, en octubre y diciembre de 2003, el JEM atacó Kulbus, en Darfur Occidental, como se ha descrito anteriormente, donde saquearon las tiendas del mercado.",1
"2607","372. Un detenido mostraba algunas cicatrices en la espalda y el brazo, resultado de palizas.",1
"2608","Si Afganistán se vuelve menos atractivo en términos de objetivos para los grupos militantes, éstos podrían volver a centrar sus esfuerzos en su propio país o en otros.",1
"2609","Los repetidos atentados contra diplomáticos internacionales en Bengasi y Trípoli demuestran esa presencia.",1
"2610","El número total de combatientes extranjeros y líderes y facilitadores vinculados a Al Qaeda muertos o capturados ha disminuido desde el último informe sobre esta cuestión (S/2012/971).",1
"2611",":: Convertirse en parte de los instrumentos de los que aún no es parte.",0
"2612","46. Desde que finalizó el último mandato, a mediados de marzo de 2005, la relación entre el Gobierno Federal de Transición y la oposición ha empeorado gravemente, lo que hace muy probable un grave enfrentamiento militar entre ambos.",1
"2613","El pueblo fue atacado alrededor de las 4 de la mañana.",1
"2614","183. La información presentada en los informes anteriores examinados por la Comisión se basa principalmente en relatos de testigos recopilados mediante entrevistas a desplazados internos y refugiados.",0
"2615","26. En diciembre, la aparición de nuevos grupos rebeldes en el oeste del país dio lugar a nuevos desplazamientos de población hacia las fronteras con Liberia y Guinea.",1
"2616","Cada pago de rescate fomenta nuevos secuestros, creando un círculo vicioso de estímulo y financiación para Al Qaeda y sus afiliados.",1
"2617","""El Consejo de Seguridad sigue profundamente preocupado por las devastadoras consecuencias humanitarias, políticas y económicas de los conflictos armados; y subraya los imperativos políticos y morales primordiales de prevenir el estallido y la escalada de los conflictos armados y las crisis humanitarias, y los beneficios que de ello se derivan para la paz y el desarrollo y las relaciones de amistad entre todos los Estados.",1
"2618","Oficialmente, la FACI los describe como aviones de ""reconocimiento"", aunque el Grupo observó que a uno de ellos se le habían añadido puntos endurecidos bajo las alas, adaptados para intentar transportar munición de especificación no OTAN para acciones militares.",1
"2619","Hasta la fecha, ocho de las instalaciones o campamentos desalojados por la UNMIL habían sido entregados al Gobierno.",0
"2620","La Red Siria de Derechos Humanos no pudo documentar plenamente estos casos, ya que están prohibidos y son perseguidos por las fuerzas del régimen y los grupos extremistas.",1
"2621","""El Consejo de Seguridad recuerda asimismo los atroces atentados terroristas que tuvieron lugar el 11 de septiembre de 2001 en Nueva York, Washington D.C. y Pensilvania, así como los otros numerosos atentados perpetrados por la red en todo el mundo.",1
"2622","Los bienes en cuestión incluyen mobiliario y equipo de oficina, inventario, vehículos y maquinaria.",0
"2623","Es responsabilidad de las partes garantizar que sus fuerzas militares no cometan violaciones, y yo animaría a las partes a adherirse más plenamente a las disposiciones de los acuerdos militares y a prestar su plena cooperación a la MINURSO para mantener el alto el fuego y garantizar que se respetan los principios básicos del mantenimiento de la paz.",0
"2624","15. Toma nota de las medidas adoptadas por la MONUC para hacer frente a los casos de explotación y abusos sexuales y de la política de tolerancia cero, pide al Secretario General que siga investigando a fondo las denuncias de explotación y violencia sexuales por parte del personal civil y militar de la MONUC, que adopte las medidas adecuadas establecidas en el boletín del Secretario General sobre medidas especiales de protección contra la explotación y los abusos sexuales (ST/SGB/2003/13);",0
"2625","Se describen con más detalle a continuación.",0
"2626","Según el demandante, la construcción en la obra se suspendió tras la invasión y ocupación de Kuwait por Irak y no se reanudó hasta después de la liberación de Kuwait.",0
"2627","72. Lo que ocurrió los días 25 y 26 de marzo fue la matanza indiscriminada de civiles inocentes y la comisión de violaciones masivas de los derechos humanos.",1
"2628","(Resolución 493 de la Cumbre, 21ª sesión ordinaria - 30 de marzo de 2009)",0
"2629","Alrededor del 12,5% de los bienes están destinados a la donación al Gobierno de Chad.",0
"2630","El rápido deterioro de la economía, agravado por la persistencia del conflicto, también es motivo de preocupación.",1
"2631","18. Decide seguir ocupándose del asunto.",0
"2632","Este movimiento, que comenzó con menos de 100 civiles, cobró impulso y acabó por extenderse a todo el país y ganarse el apoyo de la población.",0
"2633","388. La Comisión también encontró casos de saqueos cometidos por los movimientos rebeldes. En particular, durante los ataques contra comisarías de policía y otras instalaciones gubernamentales, en los que los rebeldes saquearon armas del Gobierno.",1
"2634","3. Un importante dirigente de Al-Itihaad, responsable general de los campos de entrenamiento, compró fusiles de asalto AK-47, ametralladoras PKM, lanzacohetes RPG-7, granadas de mano F1, granadas de fusil y granadas de mortero en el mercado de armas de Irtogte entre el 7 y el 21 de noviembre de 2004. El mismo individuo compró 2 ametralladoras PKM, 10 ametralladoras medianas SG-43, 120 pistolas TT-33 Tokarev y 60 cargadores para fusiles de asalto AK-47 el 27 de noviembre de 2004, así como 16 ametralladoras PKM y munición para lanzacohetes RPG-7 el 15 de enero de 2005 (S/2005/153, anexo II).",1
"2635","""Alrededor de las 8 de la mañana del segundo día en el wadi, me violaron por primera vez.",1
"2636","47. Además del espectacular aumento de los flujos de armas hacia Somalia, ambas partes también están distribuyendo muy activamente armas y municiones a sus milicias, equipando a los milicianos con material de combate individual, obteniendo y almacenando alimentos, medicinas, combustible y otras necesidades para participar en combates sostenidos, organizándose en estructuras de tipo militar, intensificando el reclutamiento y entrenamiento de las milicias y diseñando estrategias y planes para derrotar militarmente a la otra parte.",1
"2637","34. El Sr. Abed-Diam hace la siguiente exposición:",0
"2638","Del mismo modo, las pérdidas de financiación pueden derivarse de la utilización de los fondos recaudados para financiar tipos de pérdidas distintos de las pérdidas de bienes, como las pérdidas de ingresos públicos.",0
"2639","2. Aplicación de la resolución 1624 (2005)",0
"2640","El estudio inicial de la Misión sobre la rentabilidad del uso de la opción carretera/río indica que la inversión de capital en camiones de combustible tendría que amortizarse durante dos años más antes de que la opción fuera más rentable que el suministro de combustible por vía aérea.",0
"2641","ORIGINAL: INGLÉS CARTA DE FECHA 3 DE DICIEMBRE DE 1998 DEL REPRESENTANTE PERMANENTE",0
