"","es_en_GOOGLE","MatConf"
"2767","The National Committee recommended that judicial commissions of inquiry be established to deal with the following allegations: extrajudicial executions, the capture by Arab groups of two villages of the Fur tribe in the town of Kas, and incidents in which some had been killed and burned. of the wounded admitted to hospitals in the villages of Buram, Meleit and Kelebs.",1
"2768","Theoretically, any import of light weapons must be accompanied by an authorization issued by ECOWAS in Abuja.",1
"2769","The political responsibility of the people who had organized the march must also be highlighted, despite the ban and the tense atmosphere created by the delimitation of a &quot;red zone&quot;, the mobilization and use of the army and the statements made by the highest authority of the State.",1
"2770","The Secretary-General noted that climate change was real and was accelerating dangerously.",0
"2771","The team asked the person present at the site various questions about the facilities at the site and how the water purification operation is carried out, as well as the use of chlorine for water sterilization.",0
"2772","The Council affirms the need to properly prosecute persons who incite violence against civilians or commit acts of violence against them in situations of armed conflict or those who otherwise violate international humanitarian and human rights law.",0
"2773","These sites range from those that promote the cause of certain individuals, such as Shamil Basayev in Chechnya, or groups, such as Lashkar-E-Tayyiba in Pakistan, to those that seek to justify Al-Qaida-related terrorism in general, such as Voice of Jihad, or those who offer training to terrorists, such as Al-Battar.",1
"2774","Member of the Board of Directors Amir Khan Motaqi (TI.M.26.01)*",0
"2775","STATEMENT BY THE PRESIDENT OF THE SECURITY COUNCIL",0
"2776","The Geneva Conventions strictly prohibit torture in both internal and international armed conflicts.",1
"2777","(Summit Resolution 444/20, approved on March 30, 2008)",0
"2778","The Security Council recalls its resolution 2048 (2012) and, in this regard, reiterates its readiness to consider further measures, including, if deemed necessary, targeted sanctions against persons who undermine efforts to restore order. constitutional.",1
"2779","Just three years after its inception, the DIS force is still in a formative stage, but has managed to demonstrate that it can have positive effects on the security of vulnerable populations in the east of the country.",1
"2780","Law on Management of Hazardous Substances, Materials and Waste",0
"2781","Since January 2010, more than 10,000 people have passed through the Kosti transit center in spontaneous movements towards their previous places of residence, mainly located in the states of Abyei, Upper Nile, South Kordofan, Warrap and Northern Bahr El Ghazal.",0
"2782","MINURCAT continued to fulfill all operational tasks under its mandate, such as maintaining a rapid response capability, protecting forces and staying abreast of the situation around the cantonment areas.",1
"2783","Deduction to avoid multiple reimbursement h. Discretionary expenses.",0
"2784","The Council will exercise particular vigilance against those who may seek to impede the transition process, in particular those who may contravene the arms embargo on the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization and reintegration processes; of disarmament, demobilization, reintegration, repatriation or resettlement, and integration of the armed forces of the Democratic Republic of the Congo.",0
"2785","Report of the Secretary-General on the situation in the Central African Republic (S/2014/857)",0
