"","en_es_DEEP","VerConf"
"1722","También se produjeron enfrentamientos entre grupos armados afiliados al Gobierno de Malí y grupos armados representados en las conversaciones de Argel, a pesar de los compromisos de alto el fuego de las distintas partes. El 9 de octubre, un convoy que transportaba armas, morteros y armamento antiaéreo que avanzaba por el norte de Níger hacia Malí fue interceptado y destruido por fuerzas francesas y nigerianas. Según los informes, las armas estaban siendo entregadas a Ansar Dine. El 12 de octubre, las fuerzas de seguridad mauritanas detuvieron en la ciudad minera de Zouerat, en el norte del país, a cuatro personas sospechosas de establecer contactos con yihadistas y reclutar para el Estado Islámico en Irak y el Levante (ISIS).",0
"1723","No obstante, el Afganistán sigue enfrentando desafíos en su esfuerzo por lograr la estabilidad y el desarrollo. Entre ellos, los más importantes son la situación de seguridad, el empeoramiento de la situación humanitaria, los desafíos al estado de derecho y los derechos humanos, y la violencia continua que ha provocado víctimas civiles, que siguen aumentando.",1
"1724","El Comité se esfuerza por garantizar que la Lista sea dinámica y responda a la evolución de la amenaza que plantea Al-Qaida.",1
"1725","95. El establecimiento de notificaciones especiales entre la Interpol y el Consejo de Seguridad de las Naciones Unidas requirió una cooperación extraordinariamente estrecha entre las dos organizaciones durante el año pasado, así como el acuerdo de la Asamblea General de la Interpol y el Comité 1267 (1999).",0
"1726","El Gobierno del Sudán presentó a la Comisión un documento en el que se enumeraban los ataques a convoyes humanitarios.",0
"1727","Aunque el período formal de campaña aún no ha comenzado, los partidos de oposición y la sociedad civil expresaron preocupación por la perturbación de sus actividades políticas por parte de las autoridades nacionales, en particular la policía.",1
"1728","De conformidad con el párrafo 18 de la resolución 2100 (2013) del Consejo de Seguridad, Francia presentó cuatro informes al Consejo de Seguridad en los que se describían seis acciones de combate emprendidas en respuesta a una ""amenaza grave e inminente"" y se destacaba la labor de los destacamentos de enlace y apoyo operativo de la MINUSMA. , así como el apoyo de las fuerzas francesas en la atención a los heridos.",1
"1729","Un Estado observó que, si bien las iniciativas mundiales de lucha contra el terrorismo habían debilitado sustancialmente el liderazgo de la organización Al-Qaida, la fuente de la amenaza se había desplazado a grupos afiliados a la organización principal, pero separados de ella, así como a personas afectadas por el ideología de esos grupos y por su incitación a la violencia. Varios Estados destacaron que el terrorismo no debe asociarse con ninguna religión, nacionalidad, civilización o grupo y que la amenaza terrorista provenía de múltiples fuentes, incluidos grupos de extrema derecha y xenófobos.",1
"1730","Sin embargo, algunos dirigentes de Mogadiscio acusaron al presidente de ir a territorio etíope para adquirir armas y tropas para sus futuras actividades en Somalia.",1
"1731","""El Consejo de Seguridad reitera su condena igualmente enérgica de todas las violaciones del derecho internacional aplicable que impliquen el reclutamiento y la utilización de niños por las partes en conflictos armados, así como su nuevo reclutamiento, asesinato y mutilación, violaciones y otros tipos de violencia sexual, secuestros, ataques contra escuelas u hospitales y la denegación del acceso humanitario por parte de las partes en un conflicto armado.",1
"1732","15. Indica su voluntad de considerar la idoneidad y viabilidad de zonas de seguridad temporales y corredores seguros para la protección de los civiles y la prestación de asistencia en situaciones caracterizadas por la amenaza de genocidio, crímenes de lesa humanidad y crímenes de guerra contra la población civil;",0
"1733","b) Impedir la entrada en su territorio o el tránsito por él de dichas personas, sin que en ningún caso lo dispuesto en este párrafo obligue a ningún Estado a denegar la entrada o exigir la salida de su territorio de sus propios nacionales, y este párrafo no se aplicará cuando la entrada o el tránsito sean necesarios para el cumplimiento de un proceso judicial o el Comité determine únicamente caso por caso que la entrada o el tránsito están justificados;",0
"1734","Cuatro Estados han penalizado adecuadamente la financiación del terrorismo, mientras que tres no lo han hecho en absoluto.",1
"1735","En esta etapa del proceso de consolidación de la paz, esa conducta podría tender a ser mal interpretada e incitar a la violencia, lo que podría conducir a una recaída en el conflicto.",0
"1736","Restricción del movimiento de mercancías preciosas:",0
"1737","Igualmente preocupantes son las informaciones sobre el aumento de la tensión entre los partidos gubernamentales y la oposición en el marco de cuestiones decisivas para el futuro de Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.",1
"1738","5. Decide seguir ocupándose del asunto.",0
"1739","15. En general, con su atención centrada en Belgrado, los grupos políticos serbokosovares no han articulado una política clara sobre una serie de cuestiones críticas, incluida la futura participación de los serbokosovares en JIAS.",1
"1740","44. Se han logrado avances en la esfera de la privatización de empresas de propiedad estatal.",0
"1741","S/RES/1861 (2009), op. 6 (c) y (e)",0
"1742","Lamentablemente, el sistema de justicia sudanés ha demostrado que no puede o no quiere investigar y procesar a los presuntos autores de los crímenes de guerra y de lesa humanidad cometidos en Darfur.",1
"1743","El Presidente tomó nota de la persistente preocupación de algunos países por el alcance de la zona de alto riesgo.",1
"1744","Expresando su determinación de facilitar el cumplimiento de las obligaciones en materia de lucha contra el terrorismo de conformidad con las resoluciones pertinentes del Consejo de Seguridad,",0
"1745","Si bien están fuera del mandato de UNMISET, los recientes fallos de un tribunal de apelaciones en Indonesia, al revocar cuatro condenas del Tribunal Ad Hoc de Derechos Humanos, impactan directamente en la cuestión más amplia de lograr la rendición de cuentas.",1
"1746","47. El Equipo de Vigilancia ha intensificado su labor encaminada a establecer vínculos con expertos académicos y de la sociedad civil a fin de comprender mejor la naturaleza cambiante de la amenaza que plantean Al-Qaida y las personas y entidades asociadas, mediante el diálogo con académicos y académicos pertinentes. cuerpos.",1
"1747","13. Al 19 de mayo de 2012, se habían instalado 54 cascadas en tres de las ocho unidades de la nave de producción A, de las cuales 52, según declaró el Irán, estaban alimentadas con UF6.",0
"1748","Aunque la Convención de la ASEAN contra el Terrorismo aún no ha entrado en vigor, el Tratado de la ASEAN sobre Asistencia Jurídica Mutua en Asuntos Penales ha sido ratificado por nueve Estados y está en vigor.",0
"1749","Las principales facciones palestinas en el Líbano expresaron preocupación por los incidentes y se desvincularon de Fatah al-Islam.",1
"1750","Desde el inicio del estancamiento político tras las elecciones del 29 de marzo, el Secretario General ha expresado su preocupación por el proceso y la violencia por motivos políticos.",1
"1751","22. El primer grupo de 2.000 milicianos se registró en Guiglo en junio de 2006 y posteriormente 981 de ellos fueron desarmados y recibieron un subsidio de red de seguridad en efectivo.",0
"1752","Condena enérgicamente a los talibanes por haber lanzado en julio de 1999, sólo una semana después de la reunión del grupo ""Seis más Dos"" en Tashkent, una nueva ofensiva, a pesar de las repetidas exigencias del Consejo de que cesaran los combates.",1
"1753","Los líderes de las Instituciones Provisionales de Autogobierno frecuentemente eluden sus obligaciones bajo la resolución 1244 (1999) y el Marco Constitucional.",1
"1754","Entre ellos figuraban el Sudeste Asiático (Indonesia, Malasia, Filipinas y Singapur), África (Burkina Faso, Ghana y Nigeria), el Oriente Medio (Arabia Saudita, los Emiratos Árabes Unidos y Yemen) y Estados individuales como Marruecos y los Estados Unidos. Estados.",0
"1755","Hasta ahora Pristina ha rechazado toda iniciativa en ese sentido.",1
"1756","Hasta la fecha, se han formado 84 grupos de autoayuda y 241 grupos de generación de ingresos en tres distritos, en los que participan 7.897 hogares.",0
"1757","En esas condiciones, donde convergen profundas inequidades y exclusión política, económica y social, emerge un proceso encaminado a transformar el orden imperante y busca cambios y alternativas económicas y políticas, que permitan la participación y la apertura de nuevos espacios y medios de expresión, que implican, en definitiva, demandas de derechos fundamentales.",1
