"","es","VerConf"
"1711","Condenando en particular los actos de violencia sexual cometidos por [las milicias y los grupos armados, así como por elementos de las fuerzas armadas y policiales nacionales] y otros cuerpos de seguridad e inteligencia, destacando la necesidad urgente de que [el Estado afectado], en cooperación con [la misión de mantenimiento de la paz] y otros agentes pertinentes, ponga fin a la violencia y haga comparecer ante la justicia a los autores, así como a los altos mandos bajo cuyas órdenes prestan servicio, y exhortando a los Estados Miembros a que presten asistencia a este respecto y sigan prestando asistencia médica, humanitaria y de otro tipo a las víctimas.",1
"1712","Una vez más, condenamos la matanza de civiles, sean éstos palestinos o israelíes.",1
"1713","Debemos rechazar cualquier intento de socavar la soberanía y la integridad territorial de Somalia.",1
"1714","La República Checa es parte en la mayoría de las convenciones y los convenios indicados en el anexo a este Convenio, excepto en los instrumentos 7 y 8.",0
"1715",":: Falsificación y alteración de moneda y utilización de moneda falsificada o alterada,",0
"1716","En 13 de las celdas había dos detenidos, mientras que en siete de ellas había sólo uno.",1
"1717","Sin embargo, no creemos que la soberanía exija que el Consejo permanezca en silencio cuando los Gobiernos masacran a su propia población, amenazando la paz y la seguridad regionales en ese proceso.",1
"1718","Nos preocupa profundamente el hecho de que, a menos que ambas partes hagan gala de una firme voluntad de poner fin al terrorismo y la violencia, el proceso de paz no tendrá éxito.",1
"1719","12. Exige a todas las partes que cooperen plenamente con las operaciones de la MONUC y garanticen la seguridad y el acceso inmediato y sin trabas del personal de las Naciones Unidas y el personal asociado, para que cumplan su mandato en todo el territorio de la República Democrática del Congo, exige en particular que todas las partes den pleno acceso a los observadores militares de la MONUC, incluso en todos los puertos, aeropuertos, aeródromos, bases militares y puestos fronterizos, y que, además, se permita el acceso de los observadores de derechos humanos de la MONUC a los centros de detención y centros de clasificación, y pide al Secretario General que informe sin demora de cualquier incumplimiento de estas exigencias;",1
"1720","Durante el conflicto, han muerto más de 2 millones de personas y 4,5 millones han debido abandonar por la fuerza sus hogares.",0
"1721","Esta misión corresponde a la Secretaría Nacional Antidroga (SENAD), en virtud de la Ley 108/91.",0
"1722","No obstante, estos emplazamientos seguirán necesitando protección. Si bien la disposición de la KFOR a ofrecer protección a los emplazamientos religiosos es fundamental, no puede llegarse a una solución basada en las fuerzas militares.",0
"1723","Reino Unido de Gran Bretaña e Irlanda del Norte: proyecto de resolución",0
"1724","Hizo hincapié en que la Biblioteca disponía de copias de documentos de diversas organizaciones internacionales, como la Organización del Tratado del Atlántico Norte, y albergaba ya material público del Tribunal.",0
"1725","Finalmente, quiero decir unas palabras sobre las Naciones Unidas.",0
"1726","""El Consejo de Seguridad condena enérgicamente los atentados terroristas ocurridos en Argel el 11 de diciembre de 2007 en las inmediaciones del Tribunal Supremo y las oficinas de las Naciones Unidas, que han causado numerosos muertos y heridos, y expresa su profundo pesar y sus condolencias a las víctimas de este atroz acto de terrorismo y a sus familiares, así como al pueblo y al Gobierno de Argelia.",1
"1727","En la Asamblea Nacional, el Partido del Congreso Nacional ganó 73 de los 86 escaños asignados a Darfur.",0
"1728","Condenamos categóricamente el ataque despiadado de esta mañana contra los santuarios de Iman Ali al-Hadi e Imam Hassan al-Askari, en Samarra, y compartimos la indignación del pueblo iraquí por ese crimen, que es otro intento deliberado de Al-Qaida de sembrar la disensión y enfrentar a las corrientes religiosas en el Iraq.",1
"1729","La Unión Europea espera que el acuerdo se pueda negociar antes de fines de 2005, pero insiste en que la reforma de la policía es condición previa para poder llegar a un acuerdo.",0
"1730","1255. En cuarto lugar, SerVaas aportó pruebas, en forma de una declaración jurada de un empleado de alta categoría, de que en 1992 se había enterado de que la planta estaba funcionando.",0
"1731","La primera edición, publicada en 2002, señaló que la falta de libertad en el mundo árabe socavaba el desarrollo humano y era una de las manifestaciones más dolorosas del retraso en el desarrollo político.",0
"1732","Reiterando su llamamiento a las partes y a los Estados de la región para que cooperen más plenamente con las Naciones Unidas y entre sí y refuercen su implicación para poner fin a la actual situación de estancamiento y avanzar hacia una solución política,",0
"1733","Reafirmando las anteriores resoluciones al respecto, la última de las cuales fue la resolución 388 (Riad, 29 de marzo de 2007) del 19º período ordinario de sesiones del Consejo de la Liga de los Estados Árabes reunida en conferencia en la Cumbre,",0
"1734","Como se recordará, en su carta de fecha 28 de febrero de 2012 (S/2012/126), el Gobierno de Eritrea instó al Consejo de Seguridad a que asumiera sus responsabilidades y adoptara medidas adecuadas contra los numerosos actos ilícitos de agresión y ocupación.",1
"1735","El verdadero establecimiento del estado de derecho en la República Democrática del Congo requiere la formación de un ejército, un sistema judicial y una fuerza policial eficaces y democráticos.",1
"1736","Además hemos programado dos debates temáticos sobre la prevención de los conflictos y los niños en los conflictos armados para el 20 y el 26 de julio respectivamente.",0
"1737","Expresando su profunda preocupación por las actividades armadas y el bandidaje en [la región afectada], que suponen una amenaza para la seguridad de la población civil, la realización de las operaciones humanitarias en esas zonas y la estabilidad de dichos países, y que dan lugar a graves violaciones de los derechos humanos y el derecho internacional humanitario.",1
"1738","Con arreglo al plan antedicho, la MINURCA transportaría, por tierra y por vía aérea (aviones y helicópteros) y en los plazos necesarios, los materiales y equipo electorales de Bangui a las 69 subprefecturas de la República Centroafricana y, con carácter de excepción, a algunas mesas electorales (de un total de 2.500 en todo el país) que son inaccesibles por tierra.",0
"1739","Ese mismo día, el G7 expresó su intención de organizar el 25 de marzo de 2004 una marcha en pro de la aplicación íntegra y sin condiciones el Acuerdo de Linas-Marcoussis.",0
"1740","El método de ataque (incluir una cepa virulenta de la bacteria en cartas enviadas por los servicios postales federales) fue sumamente eficaz en términos de publicidad, pero un ataque importante destinado a causar un número mucho mayor de bajas (por ejemplo, la dispersión de ántrax mediante un aerosol) requeriría una tecnología mucho más avanzada.",0
"1741","Los resultados de la simulación negaron lo que había ocurrido en el momento del hundimiento de la nave.",0
"1742","Preocupa el deterioro del nivel de vida de la población como secuela de las dificultades que debieron ser afrontadas en 2008, en particular por la crisis alimentaria global y el azote de los huracanes que asolaron la isla.",1
"1743","Esas disposiciones se enumeran en el anexo 1.",0
"1744","El Departamento de Operaciones de Mantenimiento de la Paz está en proceso de escoger un candidato, con rango de General de Brigada, para dirigir la oficina.",0
"1745","Algunos de esos contaminantes podrían influir negativamente en la salud del ganado.",0
"1746","Reafirmando que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad y que todos los actos de terrorismo son criminales e injustificables, cualquiera que sea su motivación y dondequiera y por quienquiera que sean cometidos, y reiterando su condena inequívoca de Al-Qaida y otras personas, grupos, empresas y entidades asociados con ella por los constantes y múltiples actos criminales de terrorismo que tienen como finalidad causar la muerte de civiles inocentes y otras víctimas, destruir bienes y socavar profundamente la estabilidad,",1
"1747","a) Analizar la evolución de los riesgos y amenazas;",1
"1748","Al mismo tiempo, Alemania y la Unión Europea han condenado reiteradamente con anterioridad las atrocidades terroristas que han provocado la muerte de cientos de israelíes.",1
"1749","Hacene Djemam, Confederación Internacional de Sindicatos Árabes",0
"1750","Cuadro 2 Pérdidas por interrupción de la actividad mercantil",0
"1751","Crear nuevos foros para favorecer la contribución de las víctimas del terrorismo al debate puede ayudar a combatir la incitación de manera más eficaz.",0
