"","en_es_DEEPL","VerConf"
"1598","El control actual de las mercancías importadas no se está realizando de la manera más eficaz.",0
"1599","No puedo insistir lo suficiente en el riesgo que supone la falta de helicópteros militares para la eficacia operativa de la fuerza.",1
"1600","También ayudará al Comité en su evaluación de las necesidades de asistencia técnica con el fin de explorar formas de facilitar más eficazmente la asistencia técnica a los Estados miembros pertinentes.",0
"1601","Hemos tomado nota de la cautela expresada por el Secretario General y la misión de evaluación técnica con respecto a la reforma del sector de la seguridad, y especialmente con respecto a la PNTL.",1
"1602","UDI rechazó a ambos en el momento de su mortinato.",1
"1603","Su implicación en el terrorismo abarca una amplia gama de actividades: atentados con explosivos, incluidos atentados suicidas con explosivos, toma de rehenes con resultado de muerte, fabricación de bombas, operaciones de inteligencia terrorista, adiestramiento de terroristas, falsificación de documentos y prestación de una serie de apoyos financieros y materiales, incluida la financiación y el control de un sitio web utilizado para publicar declaraciones e imágenes relacionadas con Al Qaeda.",0
"1604","Con el fin de seguir informando al Consejo de Seguridad y a los posibles socios bilaterales sobre la amenaza a la seguridad en la región de Vakaga, he desplegado un equipo para que lleve a cabo un examen del entorno de seguridad imperante y una evaluación de las amenazas, y compartiré sus principales conclusiones con el Consejo de Seguridad.",0
"1605","Cuenta con la asistencia de un grupo de expertos establecido por la resolución 1973 (2011).",0
"1606","Los miembros del Consejo expresaron su honda preocupación por las terribles violaciones de los derechos humanos y los crímenes contra la humanidad descritos en el informe.",1
"1607","Al mismo tiempo, los otros elementos cruciales de este proceso de fortalecimiento institucional son la consolidación del Estado de derecho mediante la mejora de la eficacia, la imparcialidad y el funcionamiento general del sistema judicial, y la mejora de las instituciones encargadas de hacer cumplir la ley para frenar la delincuencia organizada y la violencia étnica y llevar a todos los delincuentes ante la justicia.",1
"1608","Esto se debe principalmente a que el terrorismo tiene una naturaleza evolutiva.",1
"1609","Al mismo tiempo, la cuestión de garantizar la conformidad de las medidas antiterroristas con las obligaciones en materia de derechos humanos sigue siendo un importante tema de debate en la subregión.",1
"1610","94. Al haberse constatado la existencia de milicias y de las llamadas fuerzas paralelas, el Presidente de la República y el Gobierno de Reconciliación Nacional tienen la obligación de tomar todas las medidas necesarias para poner fin a sus actividades.",0
"1611","El ministro del Interior, Lobato, llegó a la sede con chaleco antibalas y en un estado de gran agitación, gritando ""matadlos a todos"".",1
"1612","65. 65. Denuncia de Cuba (17 de septiembre de 1973; 18 de septiembre de 1973).",0
"1613","Además, el Consejo de Seguridad condena el terrorismo en todas sus formas y manifestaciones, independientemente de cómo y quién lo cometa.",1
"1614","6. Decide seguir ocupándose del asunto.",0
"1615","(b) Contribuir a la mejora de las condiciones de seguridad en las que se presta la ayuda humanitaria y ayudar al retorno voluntario de los refugiados y desplazados internos;",0
"1616","Sin embargo, Niigata no aportó más pruebas.",0
"1617","Condonación de pérdidas de tesorería, títulos de crédito y propiedades",0
"1618","35. El Equipo ha dicho a menudo que la pertinencia del régimen frente a la amenaza de Al-Qaida y los talibanes depende de que la Lista Consolidada contenga los nombres correctos y no contenga los incorrectos.",0
"1619","Además, Chile opina que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena únicamente de los atentados suicidas contra civiles.",1
"1620","La situación en Oriente Próximo (18 de julio de 1960; 17 de diciembre de 2008).",0
"1621","59. La prohibición de viajar tiene especial potencial contra los financiadores de Al Qaeda y los talibanes, a quienes puede resultarles complicado utilizar una identidad falsa o eludir de otro modo las restricciones a sus movimientos.",0
"1622","EECC, por su parte, muestra que los mecanismos de pago y ejecución de la determinación por terceros de las reclamaciones masivas pueden resultar un problema considerable.",1
"1623","8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continuada y reforzada de la AMISOM en Somalia:",1
"1624","3 vuelos x 138 sacos (50 kg) = 414 sacos",0
"1625",":: Controla la importación y el almacenamiento de determinadas plantas y plagas vegetales que pueden incluir patógenos y otros organismos que pueden afectar a la salud de las plantas.",0
"1626","30. El 18 de marzo, los comandantes de la Guardia Presidencial y del Grupo de Seguridad Presidencial dirigieron una carta al ministro de Seguridad Interior y decretaron que las áreas alrededor del palacio presidencial se considerarían una ""zona roja"" en la que cualquiera que fuera sorprendido sería considerado combatiente enemigo y tratado como tal, es decir, fusilado, sin previo aviso.",1
"1627","Las frecuentes peticiones de donaciones por parte de los grupos, y sus afirmaciones de que no pueden lanzar atentados por falta de dinero, han fomentado un mayor énfasis en añadir financiadores a la Lista.",1
"1628","Preocupado por las actividades armadas y el bandidaje en [los países afectados] que amenazan la seguridad de la población civil, la realización de operaciones humanitarias en esas zonas y la estabilidad de esos países, y que dan lugar a graves violaciones de los derechos humanos y del derecho internacional humanitario.",1
"1629","La Ley de Control de Municiones de Guerra B.E. 2530 (1987)",0
"1630","""El Consejo de Seguridad reitera su grave preocupación por el Estado Islámico en Irak y el Levante (EIIL), el Frente Al Nusrah (FNA) y otras entidades terroristas asociadas con Al Qaida y por el impacto negativo de su presencia, su ideología extremista violenta y sus acciones en la estabilidad de Irak, Siria y la región, incluido el devastador impacto humanitario en las poblaciones civiles que ha provocado el desplazamiento de millones de personas, y por sus actos de violencia que fomentan las tensiones sectarias"".",1
"1631","10. Oficial de guardia especial (S&GAD/Derecho) 26 de agosto de 1984-2 de febrero de 1985",0
"1632","""los antagonismos entre fuerzas políticas opuestas ensombrecen el reciente éxito democrático del país y amenazan su avance hacia una estabilidad duradera"" (S/2011/540, párr. 55).",1
"1633","Ningún Estado ha revisado su sector sin ánimo de lucro ni ha realizado una evaluación del riesgo de financiación del terrorismo.",1
"1634","Condené tales restricciones a la libertad de movimiento de las fuerzas de paz de las Naciones Unidas.",1
"1635","Las operaciones de paz de las Naciones Unidas han ajustado su postura en consecuencia y muestran una tendencia cada vez mayor a ""acantonarse y atrincherarse"", limitando la capacidad del personal uniformado y del personal civil para relacionarse con la población local, ganarse los corazones y las mentes, mediar en las disputas locales y recopilar información, una labor fundamental para la aplicación de los acuerdos de paz y el esfuerzo por resolver los conflictos.",1
"1636","Las infraestructuras son prácticamente inexistentes fuera de las principales ciudades y las líneas de suministro son extremadamente largas.",0
"1637","Mbuji-Mayi está aislada del resto del país debido a un ferrocarril que no funciona y a carreteras intransitables.",0
"1638","El Gobierno no adoptó ninguna medida durante el periodo de referencia contra esos policías nacionales sin titulación.",1
"1639","7. El 30 de junio de 2010, la Sala de Primera Instancia I, compuesta por los magistrados Arrey, presidente, Akay y Rajohnson, dictó sentencia oral en el caso de Yusuf Munyakazi, un empresario local de la prefectura de Cyangugu.",0
"1640","Insisten en tratar el caso como un delito menor de migración.",1
"1641","28. El Comité reconoce que sólo ha dado los primeros pasos para alcanzar este objetivo, debido sobre todo a la tardía dotación de personal de la Dirección Ejecutiva.",0
"1642","14. Todas las víctimas, incluidas las de demolición de viviendas y expulsiones, deben recibir una reparación plena y adecuada.",0
"1643","12. Recuerda la decisión que adoptó en su resolución 2161 (2014) de que todos los Estados velen por que sus nacionales o las personas que se encuentren en su territorio no pongan fondos, activos financieros o recursos económicos, directa o indirectamente, a disposición del EIIL, el FNA o cualesquiera otras personas, grupos, empresas y entidades asociados con Al-Qaida, y reafirma la decisión que adoptó en su resolución 1373 (2001) de que todos los Estados prohíban que sus nacionales o cualesquiera personas y entidades que se encuentren en su territorio pongan fondos, activos financieros o recursos económicos o servicios financieros o servicios conexos de otra índole, directa o indirectamente, en beneficio de personas que cometan o intenten cometer actos de terrorismo o faciliten su comisión o participen en ella, o en beneficio de entidades que sean de propiedad o estén bajo el control directo o indirecto de esas personas y de personas y entidades que actúen en nombre de esas personas o bajo sus órdenes;",1
