"","es","MatCoop"
"2320","1. Decide que todos los Estados deben abstenerse de suministrar cualquier tipo de apoyo a los agentes no estatales que traten de desarrollar, adquirir, fabricar, poseer, transportar, transferir o emplear armas nucleares, químicas o biológicas y sus sistemas vectores;",1
"2321","48. La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 20 de diciembre de 2010).",0
"2322","Si bien la mayor cooperación internacional entre las autoridades encargadas del cumplimiento de la ley, la información y la diplomacia y la mejora de los sistemas de control fronterizo de los Estados Miembros han dificultado los desplazamientos de los terroristas, el éxito del régimen de sanciones depende de la cantidad de datos precisos que figuren en la Lista Consolidada.",1
"2323","Siete de los ocho Estados de Asia Central y el Cáucaso ratificaron 12 de los instrumentos jurídicos internacionales contra el terrorismo y Kirguistán considera seriamente la adhesión a 6 instrumentos en los cuales aún no es parte.",1
"2324","v) Resultados básicos del programa de verificación",0
"2325","Se han establecido varios mecanismos de cooperación regional a fin de mejorar la capacidad de los Estados para prevenir la incitación y denegar el cobijo en la región de América Latina y el Caribe.",1
"2326","Todas estas maniobras coinciden, en definitiva, con unas declaraciones oficiales rígidas que miran a obstaculizar la revitalización del proceso de búsqueda de una solución pacífica, en un momento en que el Consejo de Seguridad, en su resolución 1598 (2005), de 28 de abril de 2005, había reiterado su llamamiento a las partes y a los Estados de la región para que siguieran colaborando con las Naciones Unidas de manera de poner fin a la actual situación de estancamiento y avanzar hacia una solución política.",0
"2327","La lucha por el poder se manifiesta de diversas formas y tiene por objeto granjearse el apoyo de las distintas fuerzas sociales que coexisten en la sociedad civil y la opinión pública a fin de obtener más apoyo popular o influencia.",1
"2328","La Organización Internacional de Policía Criminal (INTERPOL) llevó a cabo programas de creación de capacidad en materia de lucha contra el terrorismo en la región del Sahel y el Cuerno de África dirigidos a mejorar el intercambio de información entre los organismos, fortalecer su respuesta operacional integrada en la región y ampliar el uso de su red de comunicación segura, bases de datos y servicios.",1
"2329","La Comisión ha reunido información fidedigna que le permite identificar a ocho altos funcionarios del Gobierno central y comandantes militares y seis funcionarios de gobierno local o miembros de las fuerzas armadas que operaban en Darfur respecto de los cuales cabe sospechar que son responsables de no prevenir o reprimir, a sabiendas, la perpetración de crímenes, es decir, de responsabilidad superior.",0
"2330","Reafirmando la declaración de su Presidencia aprobada en la sesión del Consejo que se celebró a nivel de Jefes de Estado y de Gobierno el 31 de enero de 1992 (S/23500), inclusive la necesidad de que todos los Estados Miembros cumplan sus obligaciones en relación con el control de armamentos y el desarme y eviten la proliferación en todos sus aspectos de todas las armas de destrucción en masa,",0
"2331","No está claro quién fue el responsable de este atentado.",0
"2332","Reconoce los efectos perjudiciales que la proliferación de armas, en particular las armas pequeñas, tienen en la seguridad de los civiles al exacerbar los conflictos armados, alienta a [la Misión] a que siga prestando asistencia al Gobierno de [la zona afectada] en relación con el proceso de desarme de los civiles, en particular reforzando la capacidad de las autoridades locales para prevenir los conflictos entre comunidades y supervisando las iniciativas de desarme obligatorio de los civiles a fin de evitar las operaciones de desarme que puedan agravar la inseguridad en [la zona afectada].",1
"2333","Establecimiento de sistemas de apoyo a las víctimas de la violencia por motivos de género.",1
"2334","La víctima quedó embarazada como consecuencia de la violación y había dado a luz.",0
"2335","La Convención sobre los Derechos del Niño exige además a los Estados Parte que se comprometan a proteger al niño contra todas las formas de explotación y abuso sexuales.",1
"2336","Los nacidos antes del 25 de mayo de 1988 o reclutados después del 25 de mayo de 2006 debían licenciarse de inmediato, como lo establece el Acuerdo General de Paz.",1
"2337","Resuelto a facilitar de ahora en adelante una respuesta efectiva a las amenazas mundiales en el ámbito de la no proliferación,",0
"2338","Ambos Jefes de Estado aprovecharon la ocasión para hacer una examen de conjunto de las cuestiones bilaterales y multilaterales.",0
"2339","La orden de detención europea de la Unión Europea ofrece una alternativa eficaz al tradicional proceso de extradición, permitiendo el contacto directo y empoderando a las autoridades judiciales.",1
"2340","Una vez determinado el futuro estatuto, será necesario contar con una presencia internacional (militar y civil) que tenga los recursos necesarios para dirigir la aplicación del acuerdo de manera estable y ordenada.",1
"2341","El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1521 (2003) relativa a Liberia abarca el período comprendido entre el 1 de enero y el 31 de diciembre de 2014.",0
"2342","Las cinco personas son las mencionadas en el anexo II de la resolución 1803 (2008).",0
"2343","50. La situación en Libia (22 de febrero de 2011; 16 de diciembre de 2013).",0
"2344","Sra. Marie Plamadiala, República de Moldova (aduanas y logística)",0
"2345","El Embajador observó que el Consejo también tenía una importante función que desempeñar en la promoción de la rendición de cuentas por esos delitos y otras infracciones del derecho internacional humanitario y las normas de derechos humanos.",0
"2346",":: Ley núm. 15 de 2005 sobre la protección de las plantas",0
"2347","El Estatuto del Mecanismo, que figura en el anexo I de la resolución 1966 (2010), señala que las sedes de las subdivisiones del Mecanismo son La Haya y Arusha.",0
"2348","Al parecer, el bosque está vigilado actualmente por el ejército nacional.",0
"2349","161. Asimismo, puede haber pérdidas financieras derivadas del uso de los fondos obtenidos para financiar pérdidas que no sean de bienes, como las de ingresos fiscales.",0
"2350","La estrategia también procura ampliar el círculo de donantes mediante la inclusión de países en los que se hayan elaborado enfoques o sistemas de lucha contra el terrorismo particularmente efectivos.",1
"2351","Según un alto mando de las fuerzas armadas, los soldados del Servicio de Inteligencia de Fronteras reclutados pasan a formar parte directamente del ejército, al igual que los soldados del ejército regular.",0
"2352","2. Crear confianza y aumentar la estabilidad dentro del Estado receptor mediante la promoción de la verdad y la reconciliación.",1
"2353","Con todo, si bien es posible que las medidas tengan aplicación limitada en la zona fronteriza entre el Afganistán y el Pakistán o en las zonas indómitas del Sáhara meridional, están dirigidas contra tres necesidades fundamentales de los grupos terroristas: el dinero, los desplazamientos y los medios de ataque.",1
"2354","Por fin, ahora está a punto de comenzar la reconstrucción.",0
"2355","Por lo tanto, el Consejo puede desempeñar un papel viable y eficaz en lo referente a la indemnización de las víctimas de las violaciones del derecho internacional.",1
"2356","Además, ofrece una infraestructura y un saneamiento mejorados, apoyo médico a los reclusos y el personal y programas de educación y formación profesional en ámbitos como la construcción, la costura, la carpintería y la fabricación de ladrillos.",1
"2357","La situación en Côte d'Ivoire (véanse S/2002/30/Add.50 y S/2003/40/Add.5 y 17; véase también S/2003/40/Add.11)",0
"2358","El Comité siguió estudiando una estrategia de divulgación a través de los medios de comunicación, sobre la base de un documento oficioso preparado por los expertos del Comité. El propósito de la estrategia es utilizar de forma metódica y eficiente los recursos de las Naciones Unidas y del Comité para llegar a un público más amplio y selectivo, mediante iniciativas como la preparación de listas de correo especializadas cuyos miembros recibirían por vía electrónica las novedades importantes sobre el Comité.",1
