"","en_ar_DEEPL","MatConf"
"2710","44. وفيما يتعلق بإعادة توحيد القوتين، أبلغ رئيسا أركان قوات الدفاع والأمن والقوات الجديدة بعثة التقييم بأنهما وضعا اقتراحا بإنشاء جيش انتقالي موحد، يتألف من وحدات مختلطة مسؤولة عن توفير الأمن للعملية الانتخابية.",0
"2711","40. وأدعو أيضا قيادة حزب الله إلى وقف جميع الجهود الرامية إلى الحصول على الأسلحة وبناء القدرات شبه العسكرية خارج سلطة الدولة.",0
"2712","قُتل الآلاف، واغتُصبت النساء، وأحرقت القرى، ودُمرت المنازل ونُهبت الممتلكات.",1
"2713","يحيط علما بوضع سياسة بذل العناية الواجبة في مراعاة حقوق الإنسان، ويشجع [البعثة] على مواصلة تنفيذها بالكامل، ويطلب إلى الأمين العام أن يدرج التقدم المحرز في تنفيذ هذه السياسة في تقاريره المقدمة إلى المجلس;",0
"2714","ويوضح اختطاف قس فرنسي في الكاميرون على يد بوكو حرام وجماعة أنصارو اللتين تعملان معًا في نوفمبر 2013 قدرة هاتين الجماعتين على العمل خارج حدود نيجيريا.",1
"2715","دراسة حالة: الهجوم على مدرسة في طويلة بشمال دارفور",1
"2716","(أ) الشركة الوطنية الصينية للهندسة فيما وراء البحار: (أ) 815 573.815 9 دولاراً من دولارات الولايات المتحدة؛",0
"2717","17. وسُجلت أكثر من 000 8 حالة وفاة في أفغانستان في حوادث تورط فيها متمردون طوال عام 2007 (A/62/722-S/2008/159، الفقرة 17)، مقارنة بـ 000 6 قتيل في جميع أنواع العنف في عام 2006.",1
"2718","تدخلت القوات الحكومية في وقت متأخر من سير الأحداث بإطلاق النار من داخل معسكرها، لكن جهودها جاءت متأخرة جدًا ولم تكن كافية لإنقاذ الأرواح أو الممتلكات.",1
"2719","8. الحالة في الصومال (17 آذار/مارس 1992؛ 21 تشرين الأول/أكتوبر 2010).",0
"2720","بعد حوالي 2 كم من نقطة التفتيش، اقترب حوالي 20 جنديًا يرتدون زيًا مموهًا من مجموعة النساء وأمروهن بالتوقف، بينما كانوا يطلقون بعض الأعيرة النارية.",1
"2721","المنطقة العقارية تشاغلافيتشي/كاغلافيكا (كما هو محدد في الخريطة III A)",0
"2722","96. أبلغ العميد رواك اللجنة أنه كان على علم بعدم وجود قانون محدد يسمح بتسليح ""جنود الاحتياط"". وذكر أن وزير الدفاع أذن له بذلك بعد أن قدم الاقتراح.",1
"2723","وفي الفترة التي سبقت 20 مايو/أيار 2002، نظم السيد لوباتو وأنصاره مسيرات للمحاربين القدامى في ديلي.",1
"2724","وخلال الجلسة نفسها، وعملا بالفقرة 41 من القرار 2093 (2013)، قدم منسق فريق الرصد تقييم الفريق للتقدم الذي أحرزته حكومة الصومال الاتحادية في إنشاء البنية التحتية اللوجستية لإدارة الأسلحة ووضع إجراءات مراقبة الأسلحة.",0
"2725","على سبيل المثال، تقوم وحدة عسكرية، تتصرف بموجب أوامر عليا، باحتجاز عدد من المدنيين الأعداء، خلافاً للقانون الدولي. ويقوم أحد العسكريين، في خضم العمل العسكري، بقتل أو تعذيب أحد هؤلاء المدنيين.",1
"2726",":: التنسيق بين وكالات الدولة في جميع تلك المجالات.",0
"2727","103. ومن الواضح أن الإرهابيين سيستخدمون الأسلحة الأكثر موثوقية وفعالية التي يمكنهم الحصول عليها.",1
"2728","وهذا نتاج ثانوي للمساومات السياسية في مؤتمر المصالحة الوطنية الصومالية التي استندت إلى حد كبير على سلطة قادة الميليشيات وجمعياتهم العشائرية.",0
"2729","وتمت الموافقة على العمليات على مستوى المرشد الأعلى. وقد اختفت الغالبية العظمى من الضحايا قسراً من أجل الحصول على عمل ومهارات أخرى لصالح الدولة.",1
"2730","485. ومن المخيب للآمال أن اللجان اقتصرت على جريمة الاغتصاب ولم تعالج الحالات التي تم الإبلاغ فيها عن أشكال أخرى من الاعتداء الجنسي، بما في ذلك محاولة الاغتصاب.",1
"2731","(ج) يمكن استرداد بعض التكاليف من خلال إعادة التدوير;",0
"2732","لم ينفذ عدد من الدول حتى الآن إجراءات لتحديد وتجميد أصول الإرهابيين دون تأخير.",1
"2733","مستشارة في الشؤون الجنسانية في مكتب الدعم الإقليمي لبرنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز لشرق أفريقيا والجنوب الأفريقي، تقدم المشورة في مجال السياسات والمشورة التقنية لتعميم قضايا المرأة وفيروس نقص المناعة البشرية/الإيدز في البرامج الوطنية لمكافحة الإيدز.",0
"2734","وقد تمكن خبراء الطب الشرعي التابعين للجنة من التحقق من أن بعض العسكريين قد دُفنوا في الخنادق التي كانت موجودة حول المعسكر، ودُفن جميع المدنيين في مقابر متعددة في مقبرة البلدة.",1
"2735","وترى اللجنة أيضا أن القيود المفروضة على السكان المشردين داخليا في المخيمات، ولا سيما النساء، عن طريق ترويعهم من خلال أعمال الاغتصاب أو القتل أو التهديد بالعنف على الحياة أو الشخص من قبل الجنجويد، ترقى إلى الحرمان الشديد من الحرية البدنية في انتهاك لقواعد القانون الدولي.",1
"2736","27. وقد أعربت في مناسبات عدة عن قناعتي الراسخة بأن نزع سلاح حزب الله والميليشيات الأخرى يمكن أن يتحقق على أفضل وجه من خلال عملية سياسية يقودها اللبنانيون وتحقق الهدف النهائي المتمثل في عدم وجود أسلحة أو قوات مسلحة في لبنان غير أسلحة الدولة اللبنانية.",0
"2737","وقد تلقت اللجنة أدلة موثوقة على استخدام طائرات هليكوبتر من طراز Mi-8 وطائرات هليكوبتر من طراز Mi-24 وطائرات أنتونوف خلال الهجمات الجوية على القرى.",1
