"","ar","MatConf"
"2822","(و) اتخاذ تدابير فورية لمنع عملاء جمهورية كوريا الشعبية الديمقراطية من اختطاف المزيد من الأشخاص من الأراضي الصينية؛ وملاحقة الجناة ومعاقبتهم العقاب المناسب وطلب تسليم من أمَروا بذلك من أجل محاكمتهم وفقاً للقانون.",1
"2823","أود أن أشير إلى رسالتي المؤرخة 2 كانون الأول/ديسمبر 2003 (S/2003/1151).",0
"2824","وفي إحدى الحوادث، قام مئات من العرب الجنجويد في الصباح الباكر من أحد أيام آب/أغسطس 2003 بشن هجوم على كورشا -قرية تورغو. وكانوا يرتدون أزياء عسكرية خضراء ويركبون خيولا وجمالا. فطوقوا القرية وأخذوا في إطلاق النار على الرجال والصبيان.",1
"2825","وبإضافة هذه الأصول، التي تبلغ قيمتها 386 319 2 دولار، يكون إجمالي الأصول المجمدة في 32 دولة أبلغت عن اتخاذها إجراءات قد قارب 91 مليون دولار (حسب أسعار الصرف السارية في حزيران/يونيه 2005)، باستثناء الأصول المجمدة في خمس دول لم تحدد المبالغ.",1
"2826","وتتبادل أوروغواي السلع مع إيران وفقا للقواعد والإجراءات الوطنية وقرارات الأمم المتحدة ذات الصلة.",0
"2827","(ب) من جانب مسؤول عام بحكم منصبه؛",0
"2828","ويتواصل شن هجمات ضد المدنيين، بما في ذلك أعمال العنف الجنسي على أيدي الجماعات المسلحة الأجنبية والكنغولية وعناصر تابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية.",1
"2829","ونُظر في كل بند من تلك البنود من حيث إخطار المعنيين بالأمر.",0
"2830","12 - وباختصار، يمكن القول أن المليشيات واصلت هجماتها على المدنيين وكثفتها في الآونة الأخيرة ولكن ليس على النطاق الواسع والمنهجي الذي شهدته الشهور السابقة للبيان المشترك.",1
"2831","فهُما يقعان تحت ضغوط حقيقية من قِبل المجتمع الدولي وأي اتصال بينهما وبين طرف ثان يعرض أمنهما للخطر.",0
"2832","واو - التدريب العسكري والتجنيد كجزء من الحظر المفروض على السلاح",1
"2833","وعرض المسؤولون وجهة نظر الحكومة وسياساتها إزاء الصراع الدائر في دارفور.",0
"2834","وكان رئيس اللجنة أيضاً وزير المالية.",0
"2835",":: شهادة قنصلية تصدرها سفارة نيكاراغوا في بلد المنشأ؛",0
"2836","وأفيد بأن الجنجويد قاموا في أثناء تلك الهجمات بإتلاف أوعية الطعام ومعدات تجهيز الطعام وأوعية المياه وغير ذلك من الأدوات المنـزلية الضرورية لبقاء السكان.",1
"2837","(ج) دعم الجهود التي تبذلها حكومة [البلد المتأثر] لضمان حماية المدنيين من انتهاكات القانون الإنساني الدولي وانتهاكات حقوق الإنسان، بما في ذلك جميع أشكال العنف الجنسي والعنف القائم على أساس نوع الجنس، وتعزيز حقوق الإنسان وحمايتها، ومكافحة الإفلات من العقاب، بما في ذلك من خلال تنفيذ ""سياسة عدم التسامح إطلاقا"" الموضوعة من قبل الحكومة في حالات الإخلال بقواعد الانضباط وانتهاكات قانون حقوق الإنسان والقانون الإنساني المرتكبة من قبل أفراد قوات الأمن، ولا سيما الأفراد المدمجون حديثا؛",0
"2838","وزيدت العمليات العسكرية وعمليات الشرطة، إلى جانب تحركات تستهدف زعماء العصابات، في المقاطعات المتضررة من عنف العصابات.",1
"2839","وإضافة إلى معلومات موثوقة أخرى، سجلت اللجنة شهادة أشخاص قبض عليهم في سياق الصراع في دارفور وهم حاليا محتجزون في الخرطوم، وتتعلق بما تعرضوا له من تعذيب ومعاملة لاإنسانية ومهينة.",1
"2840","(ب) تعزيز قدرتها على تجميد أموال وأصول الإرهابيين دون إبطاء، من خلال تطوير آليات ""تجميد"" وطنية مكمّلة للأطر الإقليمية؛",1
"2841","وأبلغني رئيس الوزراء السنيورة، بوجه خاص، أن الحكم الذي يتضمنه القرار والمتعلق بنزع سلاح المليشيات وحلها هو موضوع حوار داخلي بدأه في الآونة الأخيرة ويحرص على نجاحه.",0
"2842","20-باء معدات الاختبار والإنتاج",0
"2843","٢٣ - ولم يُعَد نشر موظفي قطاعي العدالة والمؤسسات الإصلاحية بالتزامن مع تجديد الهياكل الأساسية نظرا لاستمرار الشواغل المتعلقة بأمنهم في مناطق شمال مالي الخاضعة لسيطرة الجماعات المسلحة، وكذلك تلك المتعلقة بالمعدات المفقودة.",1
"2844","وأيا كانت اﻷهداف فليس أمامها أي فرصة للنجاح.",0
"2845","69 - وقال السيد سورو للبعثة إنهم كانوا مندهشين لأن المجتمع الدولي لم يتنبأ بالصراع المحدق في كوت ديفوار، الذي كان جليا للعيان منذ وفاة الرئيس فيليكس هوفوييه بوايني.",0
"2846","فإذا أكد التقرير الطبي صحة ادعاءات الضحية، تحال القضية إلى الشرطة لإجراء المزيد من التحقيق فيها.",0
"2847","ومع ذلك، تساءل أحد المشاركين عمّا إذا كان معظم الدبلوماسيين في المجلس قد درج على تغليب مصلحة العالم على مصلحته الوطنية.",0
"2848","وعلينا الآن الإسراع في العمل لتنفيذ التزاماتنا المتبادلة.",0
"2849",":: الجمهورية الجزائرية الديمقراطية الشعبية",0
"2850","كما لوحظ استخدام أسلحة أخرى، من قبيل السيوف، وإن كان ذلك أقل حدوثا.",1
"2851","كما أن التفجيرات الانتحارية أصبحت أمرا مألوفا.",1
"2852","ألف - تجنيد القوات والجماعات المسلحة للأطفال واستخدامهم 14 - قامت فرقة العمل النيبالية المعنية بالأطفال والنزاع المسلح التي أنشئت بموجب أحكام قرار مجلس الأمن 1612 (2005) برصد تجنيد الأطفال من قبل الجيش الماوي والمنظمات المنتسبة للحزب الشيوعي النيبالي (الماوي) خلال حملة التجنيد التالية لوقف إطلاق النار التي بلغت ذروتها في تشرين الثاني/نوفمبر 2006.",1
