"","en_es_TRANSFORMERS","VerConf"
"1537","14. Expresa su disposición a considerar toda solicitud adicional de asistencia del Gobierno del Líbano para asegurar que todos los responsables de este crimen rindan cuentas de sus actos;",0
"1538","En algunos casos, se impidió a las personas desplazadas acceder a sus ganados y cultivos cercanos por la amenaza de ataques de Janjaweed fuera de los campamentos.",1
"1539","El Consejo exhorta a los Estados Miembros a que aumenten la cooperación internacional y regional, sobre la base de una responsabilidad común y compartida, así como su cooperación con la Oficina de las Naciones Unidas contra la Droga y el Delito y la Junta Internacional de Fiscalización de Estupefacientes, a fin de combatir la producción, la demanda y el tráfico ilícitos de drogas, y determinar las nuevas tendencias del tráfico de drogas.",0
"1540","I. Problemas generales de protección de la población afectada por el conflicto",1
"1541","La situación en el Oriente Medio",0
"1542","Nos preocupa que la situación de seguridad siga siendo problemática.",1
"1543","La situación en Côte d'Ivoire (véanse S/2002/30/Add.50; S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 y 48; S/2004/20/Add.5, 8, 17, 21, 31, 44, 46 y 50; S/2005/15/Add.4, 12, 13, 16, 17, 21, 24, 26, 34, 40, 41, 47, 48 y 49; y S/2006/10/Add.2, 3, 5 y 7)",0
"1544","22. Tras vigilar los movimientos de desplazados internos hacia Kosovo y hablar con personas de origen albanés en el sur de Serbia propiamente dicho, el ACNUR informó de que los desplazados internos habían huido por temor a ser atrapados entre las líneas de fuego y uno de los motivos de preocupación general por la formación de fuerzas policiales y militares en el valle de Presevo.",1
"1545","La relación entre estas dos partes se había deteriorado a mediados de 1975, y el 11 de agosto de 1975 la UDT lanzó un ataque armado preventivo contra la FRETILIN, que se lanzó el 20 de agosto de 1975, fecha que se conmemora ahora como el día de la fundación de las Fuerzas Armadas para la Liberación Nacional de Timor Oriental (FALINTIL).",0
"1546","La limitada presencia del ACNUR en los campamentos y entre los refugiados es otro obstáculo que el país de asilo ha puesto en el camino del cumplimiento por el ACNUR de su mandato.",1
"1547","Sin embargo, no operaba en algunos puntos sensibles a lo largo de la Línea Azul, como la zona de Ghajar.",0
"1548","Sr. Presidente: Nos decepcionó que, a pesar de sus esfuerzos y los de muchos otros, el Consejo no pudiera condenar ese atroz ataque terrorista.",1
"1549","El Consejo condena todos los ataques perpetrados por grupos armados locales y extranjeros que amenazan a la población, así como la paz y la estabilidad de la República Centroafricana y la subregión, incluidos los ataques perpetrados el 19 de julio y el 24 de noviembre por la Convención de Patriotas por la Justicia y la Paz contra Birao.",1
"1550","Un civil resultó muerto como resultado del enfrentamiento.",0
"1551","El sector sin fines de lucro es sin duda el más vulnerable a la financiación del terrorismo y el más difícil de regular y vigilar.",1
"1552","Se cree que los terroristas de la región dependen principalmente de las armas convencionales.",0
"1553","Sin embargo, también es evidente que el mando de las F-FDTL tomó medidas limitadas para verificar el alcance de la amenaza planteada o para utilizar canales no militares para resolver la amenaza percibida. El 25 de mayo, el Alto Mando de las F-FDTL no trató de ponerse en contacto con los que estaban al mando operacional de la PNTL ni de conseguir que el Primer Ministro o el Presidente resolvieran la situación.",1
"1554","En julio de 2009 se celebrará un seminario para los Estados Miembros de la Comunidad del Caribe sobre la redacción de respuestas a los tres comités del Consejo de Seguridad que se ocupan de la lucha contra el terrorismo.",0
"1555","Una vez más, condenamos el asesinato de civiles, tanto palestinos como israelíes.",1
"1556","49. Sigue habiendo muchos problemas en la lucha contra la impunidad, en particular en vista de la limitada capacidad de las autoridades judiciales civiles y militares para llevar a cabo investigaciones independientes y exhaustivas y proporcionar protección a las víctimas y los testigos.",1
"1557","Por consiguiente, como en la clase precedente, todo delito cometido por ellos no sólo entraña la responsabilidad penal del autor, sino también la responsabilidad de sus autoridades superiores del Sudán si ordenaron o planificaron esos crímenes o no previnieron o reprimieron esos crímenes (responsabilidad superior).",0
"1558","También se ha informado de que 18 mujeres fueron violadas durante el ataque contra Adwa, en Darfur meridional, a principios de diciembre de 2004.",0
"1559","La mayoría de la población de la región rechaza con razón un simple retorno al statu quo ante, ya que no se puede esperar que dure una tregua basada en un resultado tan limitado.",1
"1560","En mayo de este año, durante el debate del Consejo (véase S/PV.6314) del informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), señalamos a la atención de la comunidad internacional el hecho de que la situación en la provincia distaba mucho de ser estable y que era motivo de especial preocupación.",1
"1561","De hecho, la Unión Europea cree que se necesita un fuerte desarrollo socioeconómico para mantener y consolidar la nueva estabilidad.",0
"1562","La EUFOR adoptó una postura de ""fuera de la vista pero no en el horizonte"", estando preparada para intervenir si la situación se deterioraba, y se elaboraron planes de contingencia para el despliegue de fuerzas de reserva, si fuera necesario.",0
"1563","Angola (Consejero Candido Pereira dos Santos Van-Dunem)",0
"1564","5. Decide que los Estados Miembros, de conformidad con las normas internacionales de derechos humanos, el derecho internacional de los refugiados y el derecho internacional humanitario, impidan y repriman el reclutamiento, la organización, el transporte o el equipamiento de personas que viajen a un Estado que no sea el de su residencia o nacionalidad con el fin de perpetrar, planificar o preparar actos terroristas o participar en ellos, o de proporcionar o recibir adiestramiento terrorista, y de financiar sus viajes y sus actividades;",0
"1565","Sin embargo, la situación actual en Kosovo sigue siendo motivo de preocupación.",1
"1566","Zefirzada, cadena rusa de radio y televisión, periodista Fedor Ivanich, 23 de enero de 2012",0
"1567","Pequeños sitios de clase C permanecen dispersos a lo largo de todo el curso del río.",0
"1568","a) Seguir recordando a los Estados Miembros su obligación de extraditar o juzgar de conformidad con los instrumentos internacionales de lucha contra el terrorismo en que sean partes y recordar a los Estados su obligación de velar por que las denuncias de motivaciones políticas no se consideren motivo para denegar las solicitudes de extradición de presuntos terroristas;",1
"1569","Como dije antes, la aplicación de un doble rasero en la lucha contra el terrorismo y los grupos terroristas es otra cuestión importante de grave preocupación que socava gravemente la lucha colectiva de la comunidad internacional contra el terrorismo.",1
"1570","Evolución de los riesgos y amenazas e impacto de la aplicación",0
"1571","El Coordinador de Asuntos Humanitarios ha pedido asistencia humanitaria de emergencia para ayudar a las 20.000 familias a sobrevivir el invierno.",0
"1572","6. Al 12 de abril de 2012:",0
"1573","Durante mi visita al Líbano en enero, indiqué a mis interlocutores libaneses, tanto en privado como en público, los graves riesgos que la persistencia de estas milicias en el país plantea para la estabilidad del país y la paz interna.",0
"1574","Que se celebrará el miércoles 21 de diciembre de 2011, a las 10.11 horas",0
"1575","Sin embargo, la naturaleza misma de la mayoría de los crímenes internacionales implica, por regla general, que son cometidos por funcionarios del Estado o con su complicidad; por lo tanto, a menudo su enjuiciamiento se deja mejor a otros mecanismos.",1
"1576","El 21 de febrero de 2005, la ONUCI convino en que las FACI realizaran dos pruebas terrestres de motores y sistemas de una hora de duración el último miércoles de cada mes para su Mi-24P (TU-VHO), a condición de que no estuviera armada, fuera de su hangar en la base aérea de Abidján y bajo observación de la ONUCI.",0
"1577","V. OTRAS CUESTIONES 113 - 114 23",0
"1578","Entretanto, los esfuerzos del componente de policía de la ONUCI por asesorar al Gobierno de Reconciliación Nacional sobre la reestructuración de las Fuerzas de Defensa y Seguridad de Côte d'Ivoire y ayudar a restablecer una presencia policial civil en todo el país se han visto obstaculizados por la actitud poco cooperativa de las autoridades locales, la falta de un plan amplio de reforma de las Fuerzas de Defensa y Seguridad de Côte d'Ivoire y la falta de acuerdo entre las partes de Côte d'Ivoire sobre el despliegue de agentes de policía y gendarmería de Côte d'Ivoire en el norte.",1
