en_es_GOOGLE	QuadClass
Timor-Leste El 10 de mayo, el Representante Especial del Secretario General para Timor-Leste, Kamalesh Sharma, informó al Consejo en una sesión pública.	4
A. Establecimiento del centro de mando integrado	2
Diseñados como un mecanismo interno para mejorar la experiencia y la coherencia y contribuir a las principales actividades de trabajo de la Dirección Ejecutiva, estos grupos se establecerán inicialmente en las siguientes áreas funcionales:	2
Sin embargo, el potencial restante del MRC para socavar avances tangibles en la estabilización de Ituri sigue siendo motivo de preocupación, particularmente dada la incapacidad del Gobierno de Transición hasta el momento para llevar ante la justicia a los líderes de los grupos armados e impedir su entrada y salida de Uganda.	1
105. El Gobierno tiene el mandato de diseñar y ejecutar la política general del país.	2
f) Participar activamente y apoyar todas las actividades pertinentes en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo, incluso dentro del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo establecido para asegurar la coordinación y coherencia generales de las iniciativas antiterroristas del sistema de las Naciones Unidas;	2
220. La Comisión recomienda que se tomen medidas especiales para garantizar la dignidad y evitar la retraumatización de las víctimas en cualquier proceso judicial o extrajudicial. VI. Conclusiones y hallazgos A. Conclusiones	4
Las medidas antiterroristas adoptadas por la comunidad internacional a nivel nacional y regional de conformidad con las iniciativas pertinentes de las Naciones Unidas sentarán las bases de un sistema global para contrarrestar nuevos desafíos y amenazas bajo los auspicios de las Naciones Unidas.	2
Acogiendo con beneplácito los continuos progresos que Burundi ha logrado hacia la paz, la estabilidad y el desarrollo y destacando la necesidad de que el sistema de las Naciones Unidas y la comunidad internacional, incluidas las instituciones financieras internacionales y los asociados para el desarrollo de Burundi, mantengan su apoyo a la consolidación de la paz y el desarrollo a largo plazo en Burundi,	2
El Consejo de Seguridad reitera la necesidad de que todas las partes interesadas, incluidos los gobiernos y la comunidad de donantes, se centren más en los efectos a largo plazo de los conflictos armados en los niños y los impedimentos para su plena rehabilitación y reintegración en sus familias y comunidades, mediante, entre otras cosas, otras cosas, abordar la necesidad de brindar atención médica adecuada, mejorar el intercambio de información sobre programas y mejores prácticas, y garantizar la disponibilidad de recursos, financiación y asistencia técnica adecuados para apoyar estrategias o planes de acción nacionales en el área de protección y bienestar infantil, y programas comunitarios, teniendo en cuenta los &quot;Principios de París para proteger a los niños contra el reclutamiento ilegal por fuerzas o grupos armados&quot;, con miras a garantizar la sostenibilidad a largo plazo y el éxito de su respuesta programática a la liberación, rehabilitación y reintegración de todos los niños asociados con fuerzas y grupos armados.	4
El informe abarca los acontecimientos ocurridos desde mi informe anterior sobre la MINURCAT, de fecha 30 de julio de 2010 (S/2010/409), en relación con la situación humanitaria y de seguridad en el este del Chad y el noreste de la República Centroafricana; avances hacia el cumplimiento de las tareas y parámetros establecidos en los párrafos 2 y 3 de la resolución 1923 (2010) del Consejo de Seguridad; y la implementación del mandato de la MINURCAT, incluidos los preparativos para su retirada.	2
Sus primeras decisiones fueron nombrar al subjefe de la policía de Beirut, general Naji Mulaeb, como responsable del lugar y asignarle la tarea de retirar todos los cadáveres y heridos del lugar, extinguir los incendios y, posteriormente, Retirar a todas las personas del lugar y cerrarlo [declaración de un testigo].	2
Sistemas de apoyo a la violencia de género establecidos.	2
Como lo demuestra el anexo de la presente carta, las fuerzas del régimen han sido particularmente brutales en la ciudad de Raqqa, donde han explotado la cobertura de los ataques aéreos dirigidos por los Estados Unidos contra el ISIS para masacrar a civiles inocentes en una escala sin precedentes.	1
Sin embargo, el régimen de sanciones no apunta explícitamente a este aspecto crucial de la capacidad militar, a pesar de que está ampliamente cubierto por las regulaciones existentes de control y exportación de armas adoptadas por los Estados miembros y las instituciones multilaterales.	1
h) Durante la fase de diálogo, el Defensor del Pueblo considerará seriamente las opiniones de los Estados designantes, así como de otros Estados miembros que presenten información pertinente, en particular aquellos Estados miembros más afectados por los actos o asociaciones que condujeron a la decisión original. designación.	4
La Comisión está especialmente alarmada por el hecho de que durante el transcurso de su mandato hayan continuado los ataques a aldeas, los asesinatos de civiles, las violaciones, los saqueos y los desplazamientos forzados. La Comisión considera que se deben tomar medidas urgentes para poner fin a estas violaciones.	1
También ayudará al Comité en su evaluación de las necesidades de asistencia técnica destinada a explorar formas de facilitar más eficazmente la asistencia técnica a los Estados miembros pertinentes.	2
En la 6066ª sesión del Consejo de Seguridad, celebrada el 14 de enero de 2009, en relación con el examen por el Consejo del tema titulado &quot;Protección de los civiles en los conflictos armados&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	4
Como se señalará más adelante, esta conclusión sobre la responsabilidad del Estado del Iraq se basa en su violación del jus ad bellum (la prohibición de la amenaza o el uso de la fuerza en el Artículo 2(4) de la Carta) más que en violaciones del jus in bello. (violaciones del derecho internacional humanitario), que son el foco principal de las determinaciones de la EECC.	1
3. Durante los últimos seis meses, la crisis cada vez más profunda en la República Árabe Siria ha seguido afectando al Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad del Líbano.	1
42. La MINURCAT siguió desempeñando todas las tareas operacionales que le habían encomendado, incluida la preparación para reaccionar rápidamente, las tareas de protección de la fuerza y el conocimiento de la situación en las proximidades de sus acantonamientos.	1
Fundamentalmente, después de un conflicto, la rendición de cuentas consiste en ayudar a un país o una sociedad a llegar a un acuerdo consigo mismo, para ayudar a las comunidades a avanzar.	2
113. Ante el clima de terror creado por los escuadrones de la muerte, los representantes políticos temen secuestros y detenciones de sus militantes.	1
Su instrucción a sus seguidores es atacar donde puedan, cuando puedan.	1
El juicio contra el General Sanogo continúa en la fase previa al juicio; el asesinato de 16 predicadores en un campamento de las fuerzas armadas malienses en Diabaly en septiembre de 2012 sigue bajo investigación; Se está investigando la ejecución sumaria de tres tuaregs en Djébock (región de Gao) en febrero de 2014, y cuatro soldados de las fuerzas armadas malienses siguen detenidos.	1
33. El 16 de septiembre, la MINUSMA y el UNICEF examinaron a elementos armados del MAA (Coordinación) y del MNLA estacionados en Ber (región de Tombuctú) e identificaron a cinco niños de entre 15 y 17 años y dos adultos jóvenes que probablemente fueron reclutados cuando aún eran menores.	1
Las redes terroristas forjadas en los conflictos actuales podrían representar una amenaza en las próximas décadas.	1
40. También hago un llamado a los dirigentes de Hizbullah para que pongan fin a todos los esfuerzos por adquirir armas y desarrollar capacidades paramilitares fuera de la autoridad del Estado.	3
La Unidad de Inteligencia Financiera comparte información con sus homólogos extranjeros, tanto directamente como a través de canales policiales.	2
El Programa de Acción contiene sugerencias concretas para mejorar la legislación y los controles nacionales y la asistencia y cooperación internacionales. Exhorta a los Estados a abordar las necesidades especiales de los niños afectados por conflictos armados.	2
