en_es_DEEPL	QuadClass
Pero, a pesar de esos avances, aún deben superarse los desafíos a la autoridad del Gobierno y a su control efectivo sobre el territorio nacional.	3
También es indiscutible que, como Potencia ocupante, Armenia es directamente responsable de la comisión de esos delitos.	3
En este contexto, nos siguen preocupando los más vulnerables de Timor Oriental: los pobres y los desplazados.	3
Forma parte de un mantra constantemente repetido ante este Consejo que no es más cierto por su repetición, que ignora tanto las responsabilidades palestinas como los derechos israelíes, y que no reconoce las insoportables dificultades a las que se enfrentan las fuerzas israelíes al intentar proteger a sus ciudadanos y minimizar el daño a las vidas palestinas cuando los terroristas a los que se enfrentan muestran tan poca preocupación por las vidas palestinas como por las israelíes.	3
Tomamos nota de las preocupaciones en materia de seguridad que, según Israel, le obligan a continuar esos sobrevuelos, concretamente las acusaciones de violaciones del embargo de armas establecido en virtud de la resolución 1701 (2006).	3
La falta de tierras y empleo, así como la inseguridad, impiden a muchos retornados asentarse en sus comunidades de origen.	3
El Gobierno alemán condena enérgicamente estos actos de violencia.	3
Sr. Musayev (Azerbaiyán): En primer lugar, quisiera disculparme por pedir de nuevo la palabra. Pensamos que sería inapropiado y contraproducente pasar en silencio los comentarios del representante de Armenia y su intento de engañar al Consejo de Seguridad.	3
La situación y el sufrimiento continuos del pueblo palestino siguen siendo una trágica encarnación de las consecuencias de la no aplicación de las resoluciones y de la no ejecución de las decisiones del Consejo de Seguridad.	3
Este desagradable incidente político fue duramente condenado en un comunicado de prensa emitido inmediatamente después del incidente por la Oficina del Presidente Ernest Bai Koroma, y en muchos comunicados de prensa posteriores por otros grupos de interés político, incluidos los partidos APC y PMDC, la Comisión Independiente de Medios de Comunicación, la Comisión de Registro de Partidos Políticos (PPRC) y la Campaña por el Buen Gobierno.	3
Podríamos seguir mencionando la pobreza generalizada, los problemas en la gestión de los recursos naturales, los miles de refugiados y desplazados internos, otros miles de excombatientes a la espera de su reinserción, unos sectores de seguridad débiles y sin reformar, las violaciones masivas de los derechos humanos y muchas otras amenazas que podrían alimentar nuevos conflictos.	3
En este sentido, pensamos que las acciones destructivas encaminadas a obtener beneficios políticos unilaterales deben condenarse categóricamente.	3
Aunque tanto Pristina como Belgrado condenaron enérgicamente el incidente y pidieron la detención de los autores, cada parte ha afirmado que la otra es responsable de provocar el incidente.	3
También deseamos expresar nuestra preocupación por el hecho de que la repetición de estos incidentes pueda conducir a una situación de inestabilidad en la región, lo que dificultaría el logro de una solución pacífica a la situación de Kosovo, aceptable para ambas partes.	3
Israel también debe abstenerse de realizar acciones unilaterales en Jerusalén que alteren el statu quo o socaven la confianza.	3
Unido al extremismo, y con profundas raíces en la vida política y social de la zona, el crimen organizado amenaza los cimientos mismos de los principios y valores que intentamos inculcar en las nuevas instituciones que allí se forman, haciendo así infructuosos nuestros esfuerzos.	3
Como consecuencia, se ha cruzado una línea en relación con las amenazas a la seguridad de muchos países de dentro y fuera de África, incluidos los miembros de este Consejo, dejando al descubierto sus vulnerabilidades.	3
El incumplimiento de las obligaciones derivadas de la Carta debería tener consecuencias para cualquier Estado miembro, y Sudán no debería ser una excepción.	3
Creemos que Somalia se enfrenta a un reto similar al de un corredor de maratón, ya que la redacción de la Constitución debe terminar el 20 de abril y su adopción completarse el 22 de mayo.	3
La impunidad de estos altos cargos es inaceptable e impide que las comunidades que salen de un conflicto se recuperen de forma sostenible.	3
Las autoridades afganas y la comunidad internacional deben dejar claro que este comportamiento es inaceptable.	3
Pristina ha rechazado hasta ahora todas las iniciativas en este sentido.	3
Aunque el Presidente actuó dentro de sus prerrogativas constitucionales, hablé con él sobre la preocupación de que los indultos emitidos el 25 de diciembre de 2009 pudieran exacerbar la percepción de impunidad.	3
En primer lugar, han creado una emergencia humanitaria permanente que amenaza la paz y la estabilidad de Haití.	3
Por eso Grecia había insistido en la necesidad de aclarar, en el sexto párrafo del preámbulo --en el que el Consejo insta a "avanzar hacia la reanudación de las negociaciones para una solución global"--, que debe reafirmarse que esas negociaciones tienen que tener lugar entre las dos comunidades.	3
En este sentido, queremos ir más allá y decir que creemos que la única forma de mejorar la seguridad y la estabilidad en Somalia es capacitar a las fuerzas de seguridad somalíes para que sometan a los insurgentes más virulentos y permitan al Gobierno ampliar sus zonas de autoridad en la medida de lo posible si fracasan las negociaciones de paz.	3
En su informe, el Secretario General observa cierta mejora en todas esas áreas, excepto en la cuestión central de la reforma del gobierno local y, en particular, la descentralización, en la que no se ha avanzado.	3
Varios candidatos presidenciales han expresado recientemente su preocupación por la equidad del registro.	3
Para continuar esta lucha, es imperativo que la comunidad internacional contribuya más seriamente y preste mayor atención a este importante aspecto de la lucha contra el terrorismo.	3
Mi delegación condena firmemente este tipo de violencia y expresa sus condolencias a las familias del pediatra fallecido.	3
A cambio, las autoridades de Belgrado deben poner fin a su táctica de obstrucción, que impide a los serbokosovares participar en las instituciones públicas de Kosovo. La "política de la silla vacante" entraña grandes riesgos de que la historia de Kosovo se escriba sin los serbios de Kosovo.	3
Nos preocupa especialmente la proliferación incontrolada de armas en Libia y más allá de sus fronteras como consecuencia del conflicto.	3
Instamos a Israel a que adopte nuevas medidas para eliminar los puestos avanzados de colonos de acuerdo con la Hoja de Ruta y a que haga frente a la creciente amenaza del extremismo de los colonos.	3
En efecto, una mayor presencia de las Naciones Unidas es vital, pero para que el valor añadido de nuestra Organización sea completamente eficaz, será necesario disponer de fondos suficientes, tanto en términos de personal como de seguridad. El Sr. Eide nos lo ha recordado hace unos momentos.	3
En cuanto a las dimensiones militares de la reforma del sector de la seguridad, el Gobierno ha dejado claro que desea depender en gran medida de la ayuda bilateral para reforzar las capacidades del ejército.	3
En este sentido, nos preocupa especialmente la continua falta de avances en los ámbitos de la libertad de circulación de las minorías, los retornos sostenibles y la representación relevante de las minorías en las estructuras gubernamentales y en el sector público en su conjunto.	3
Mi Gobierno agradece las numerosas expresiones de condena e indignación que ha generado esta atrocidad. Apreciamos especialmente la rápida reacción del Consejo de Seguridad ante este espantoso crimen.	3
De hecho, dado el historial de injerencias extranjeras, tales recetas no sólo serán sospechosas a los ojos de diversos segmentos de la sociedad, sino que también pueden tener el potencial de exacerbar el problema.	3
Sobre todo, nuestras preocupaciones estaban relacionadas con la insistencia de las autoridades de Pristina en aplicar de algún modo la denominada estrategia para el norte de Kosovo, incumpliendo descaradamente la resolución 1244 (1999), que sigue siendo la principal plataforma jurídica internacional para un acuerdo sobre Kosovo.	3
