"","en_ar_GOOGLE","QuadClass"
"11081","(أ) الرزيقات ضد الفور (عربي أفريقي)؛",0
"11082","(هـ) وضع أو التسبب في وضع جهاز أو مادة على سفينة أو منصة ثابتة بأي وسيلة من شأنها أن -",0
"11083","34. سيتم نقل المناطق الخاضعة للتعديل الإقليمي على ست مراحل.",0
"11084","تراجع الأعمال (البحرين): خسارة الربح",0
"11085","73 - الحالة في جورجيا (8 تشرين الأول/أكتوبر 1992؛ 15 حزيران/يونيه 2009).",0
"11086","أدعو السيد ولد عبد الله إلى شغل مقعد على طاولة المجلس.",0
"11087","رابعا. عبء العمل المتبقي فيما يتعلق بالمعتقلين",0
"11088","(ج) التكاليف المستقبلية 210-213 56",0
"11089","&quot;تقرير الأمين العام عن إريتريا (S/2010/327)",0
"11090","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"11091","لا يمكن للبنك فتح حساب أو التعامل مع مثل هذا العميل الذي يصر على عدم الكشف عن هويته أو الذي يعطي اسمًا مزيفًا.",0
"11092","ومن المتوقع صدور الحكم الابتدائي في يوليو/تموز 2016، كما كان متوقعا سابقا.",0
"11093","صحيفة نيويورك تايمز الأمريكية الصحفي الأمريكي نيل ماكفاركوهار - بتاريخ 28 تشرين الثاني/نوفمبر 2011",0
"11094","2. التحليل والتقييم 86 - 87",0
"11095","المقرر عقدها يوم الاثنين، 27 كانون الثاني/يناير 2003، الساعة 30/10 صباحا",0
"11096","وادي الأردن، الأردن، 20 و21 تشرين الثاني/نوفمبر 2007",0
"11097","2. الوضع في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية",0
"11098","وينظر الفريق في كل منها على حدة.",0
"11099","المقرر عقدها يوم الاثنين، 14 آب/أغسطس 2000، الساعة 15/10 صباحا",0
"11100","وبالنسبة لاثنتين من السفن، قدمت الشركة الوطنية الإيرانية للناقلات مشارط الإيجار وفواتير وإثباتات دفع تبلغ قيمتها 307 195 دولاراً من دولارات الولايات المتحدة.",0
"11101","يمكننا أن نستمر، لكن ذلك سيكون مضيعة للوقت.",0
"11102",":: 9 أيلول/سبتمبر 2004، رئيس الوزراء رفيق الحريري يشير للصحفيين إلى أنه سيستقيل.",0
"11103","وكان هناك أيضًا توافق في الآراء على أن نظام التجمعات بصيغته الحالية ليس خيارًا قابلاً للتطبيق.",0
"11104","تمتثل اليابان للمرفق 17 من اتفاقية الطيران المدني الدولي.",0
"11105","قرار مجلس الأمن 1882 (2009)، مرجع سابق. 6",0
"11106","الاتفاقية المتعلقة بالجرائم وبعض الأفعال الأخرى المرتكبة على متن الطائرات (1963)",0
"11107","بالنسبة للمملكة العربية السعودية",0
"11108","13 - وحتى 19 أيار/مايو 2012، تم تركيب 54 سلسلة تعاقبية في ثلاث من الوحدات الثماني في قاعة الإنتاج ألف، وأعلنت إيران أن 52 منها يتم تلقيمها بسادس فلوريد اليورانيوم.",0
"11109","(3) عرقلة عملية التحول الديمقراطي؛",0
"11110","وتبلغ نسبة عمالة مجتمعات الأقليات في القطاع العام 55 في المائة من الحد الأدنى المنصوص عليه.",0
"11111","(أ) يجب أن لا يقل عمره عن 25 عاماً ويتمتع بالأهلية الكاملة؛",0
"11112","وتشير التقديرات إلى أن هناك ما يقرب من 1.2 مليون متقدم محتمل للمرحلة الأولى من التسجيل المدني وتسجيل الناخبين.",0
"11113","المقرر عقدها يوم الأربعاء، 3 تموز/يوليه 2002، الساعة 05/7 مساءً",0
"11114","برنامج إزالة الألغام في المحافظات الشمالية الثلاث",0
"11115","ومن المهم الاستعانة بقضاة منفردين من مختلف أقسام الدوائر الابتدائية من أجل تحقيق أقصى قدر من الناتج القضائي (انظر الفقرتين 29 و 35 من استراتيجية الإنجاز المرفقة).",0
"11116","صحيفة Il Giornale الصحفي فاوستو بيلوسلافو - بتاريخ 28 كانون الأول/ديسمبر 2011",0
"11117","34 - وخصص للرؤية المشتركة لأسرة الأمم المتحدة من أجل سيراليون ما يقرب من 10 ملايين دولار من صندوق &quot;توحيد الأداء&quot;.",0
"11118","رابعا. الإجراء المتوقع من الحكومة",0
"11119","أصبحت جمهورية مقدونيا طرفا في الاتفاقية الأوروبية لتسليم المجرمين في 26 تشرين الأول/أكتوبر 1999.",0
"11120","15 - محمد غازي سعد علي المطيري",0
"11121","ويرى الأمين العام أن وثائق التفويض هذه سليمة.",0
"11122","14 - الحالة في سيراليون (27 تشرين الثاني/نوفمبر 1995؛ 26 آذار/مارس 2014).",0
"11123","رئيس المجلس التنفيذي لتجمع دول الساحل والصحراء",0
"11124","وفي يونيو/حزيران، ولأغراض مماثلة، سافر مع غاسبار خيمينيز إسكوبيدو إلى كولومبيا.",0
"11125","احتجاز ألكسيس سيندوهيجي في جمهورية تنزانيا المتحدة",0
"11126","ومن غير الواضح ما إذا كانت هذه طائرات كانت في السابق مسجلة في رواندا ثم حولت تسجيلها بعد ذلك إلى بلد آخر، أو إذا كان هذا يعني ببساطة أن هذه طائرات تعمل بوثائق تسجيل مزورة أو منتهية الصلاحية أو ملغاة.",0
"11127","وذلك يوم الأربعاء الموافق 27 يونيو 2012 الساعة 10:30 صباحاً",0
"11128","وتظهر أرقام تصدير الذهب الغريني من ليبيريا ارتفاعا في الإنتاج، من 5.36 أوقية (1317.93 دولارا) في أكتوبر/تشرين الأول 2001 إلى 192.90 أوقية (41642.19 دولارا) في يناير/كانون الثاني 2002.",0
"11129","ومع ذلك، لم تقدم شركة Šipad أي دليل يثبت أن المشروع كان سيحقق أرباحًا ككل.",0
"11130","أعيش في الطابق الثالث مع عائلتي.",0
"11131","وسيتم الحصول على المياه الصالحة للشرب من مصادر أخرى لإعادة شحن عدسات المياه العذبة.",0
"11132","مسيرة إلى بانغي بقيادة سيليكا",0
"11133","المقرر عقدها يوم الاثنين، 17 تشرين الثاني/نوفمبر 2003، الساعة 10 صباحا",0
"11134","2. إدارة رأس المال أو الأصول أو الأوراق المالية،",0
"11135","(2) المبالغ المعتمدة ولكن غير المقيدة",0
"11136","26. رسالة مؤرخة 19 أكتوبر 1999 موجهة إلى الأمين العام (S/1999/1074)",0
"11137","2. الوضع في كوت ديفوار.",0
"11138","4- تحويل مبالغ كبيرة من قبل العميل إلى عناوين وحسابات غير تلك التي يستخدمها العميل بشكل منتظم.",0
"11139","ويجب تسجيل جميع الممتلكات الدفاعية الأخرى على مستويات حكومية أخرى، اعتمادًا على نوع الممتلكات وموقعها.",0
"11140","تقرير الأمين العام عن كوت ديفوار",0
"11141","ولم تقدم شركة Lenzing جدولاً باللغة الإنجليزية يتضمن وصفاً دقيقاً للقطع والركام والآلات المشتراة، وسعر الوحدة، والكمية المشتراة، والقيمة الإجمالية المشتراة من الموردين.",0
"11142","وحصل المرشح الدكتور بشار حافظ الأسد على 10,319,723 صوتاً، أي ما نسبته 88.7 في المائة من الأصوات الصحيحة. وحصل الدكتور حسن عبدالله النوري على 500279 صوتاً بنسبة 4.3 في المائة من الأصوات الصحيحة. وحصل السيد ماهر عبد الحفيظ حجار على 372.301 صوتا، أي 3.2 في المائة من الأصوات الصحيحة.",0
"11143","ويرد ملخص للتاريخ الإجرائي للمطالبات من الفئة &quot;هاء-3&quot; في الفقرات من 10 إلى 18 من الملخص.",0
"11144","56 - الحالة في ليبيا (22 شباط/فبراير 2011؛ 12 أيلول/سبتمبر 2012).",0
"11145","شركة محمد خير عمر العوض قديرة للخدمات التجارية",0
"11146","الإجراءات المحددة هي كما يلي:",0
"11147","11- يقرر إبقاء المسألة قيد نظره.",0
"11148","كان الدفع مستحقًا بعد ثلاثة أشهر من تاريخ الشحن.",0
"11149","إنشاء نظام عربي لرصد الأرض عبر الأقمار الصناعية",0
"11150","11- يقرر إبقاء المسألة قيد نظره.",0
"11151","3 25/90/397 – أغسطس 1990",0
"11152","ويؤكد أهمية ضمان استقلال وحياد وسائل الإعلام في كوت ديفوار.",0
"11153","الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 30 حزيران/يونيه 2010)",0
"11154","وباستخدام النطاق الذي يتراوح بين 18 إلى 35 دولارًا للبرميل وتقديرات الدولة العضو للإنتاج البالغ 47 ألف برميل يوميًا، تتراوح تقديرات إيرادات داعش المحتملة من النفط الخام من 846 ألف دولار إلى 1645000 دولار يوميًا.",0
"11155","المقرر عقدها يوم الثلاثاء، 26 آب/أغسطس 2003، الساعة 6 مساء",0
"11156","وتقع كوكر داخل إقليم دارفور.",0
"11157","بدأ تنفيذ مشروع الإسكان الإقليمي في أوائل عام 2013.",0
